"","player","url","team"
"1031","Kawhi Leonard","/players/kawhi/leonard/202695","Toronto Raptors"
"1032","Lorenzo Brown","/players/lorenzo/brown/203485","Toronto Raptors"
"1033","Eric Moreland","/players/eric/moreland/203961","Toronto Raptors"
"1034","Grayson Allen","/players/grayson/allen/1628960","Utah Jazz"
"1035","Tony Bradley","/players/tony/bradley/1628396","Utah Jazz"
"1036","Alec Burks","/players/alec/burks/202692","Utah Jazz"
"1037","Tyler Cavanaugh","/players/tyler/cavanaugh/1628463","Utah Jazz"
"1038","Isaiah Cousins","/players/isaiah/cousins/1627766","Utah Jazz"
"1039","Jae Crowder","/players/jae/crowder/203109","Utah Jazz"
"1040","Dante Exum","/players/dante/exum/203957","Utah Jazz"
"1041","Derrick Favors","/players/derrick/favors/202324","Utah Jazz"
"1042","Rudy Gobert","/players/rudy/gobert/203497","Utah Jazz"
"1043","Isaac Haas","/players/isaac/haas/1629036","Utah Jazz"
"1044","Joe Ingles","/players/joe/ingles/204060","Utah Jazz"
"1045","Jairus Lyles","/players/jairus/lyles/1629131","Utah Jazz"
"1046","Donovan Mitchell","/players/donovan/mitchell/1628378","Utah Jazz"
"1047","Naz Mitrou-Long","/players/naz/mitrou-long/1628513","Utah Jazz"
"1048","Raul Neto","/players/raul/neto/203526","Utah Jazz"
"1049","Georges Niang","/players/georges/niang/1627777","Utah Jazz"
"1050","Royce O'Neale","/players/royce/o'neale/1626220","Utah Jazz"
"1051","Ricky Rubio","/players/ricky/rubio/201937","Utah Jazz"
"1052","Thabo Sefolosha","/players/thabo/sefolosha/200757","Utah Jazz"
"1053","Ekpe Udoh","/players/ekpe/udoh/202327","Utah Jazz"
"1054","Royce O'Neale","/players/royce/o'neale/1626220","Utah Jazz"
"1055","Isaiah Cousins","/players/isaiah/cousins/1627766","Utah Jazz"
"1056","Georges Niang","/players/georges/niang/1627777","Utah Jazz"
"1057","Donovan Mitchell","/players/donovan/mitchell/1628378","Utah Jazz"
"1058","Tony Bradley","/players/tony/bradley/1628396","Utah Jazz"
"1059","Tyler Cavanaugh","/players/tyler/cavanaugh/1628463","Utah Jazz"
"1060","Naz Mitrou-Long","/players/naz/mitrou-long/1628513","Utah Jazz"
"1061","Grayson Allen","/players/grayson/allen/1628960","Utah Jazz"
"1062","Isaac Haas","/players/isaac/haas/1629036","Utah Jazz"
"1063","Jairus Lyles","/players/jairus/lyles/1629131","Utah Jazz"
"1064","Thabo Sefolosha","/players/thabo/sefolosha/200757","Utah Jazz"
"1065","Ricky Rubio","/players/ricky/rubio/201937","Utah Jazz"
"1066","Derrick Favors","/players/derrick/favors/202324","Utah Jazz"
"1067","Ekpe Udoh","/players/ekpe/udoh/202327","Utah Jazz"
"1068","Alec Burks","/players/alec/burks/202692","Utah Jazz"
"1069","Jae Crowder","/players/jae/crowder/203109","Utah Jazz"
"1070","Rudy Gobert","/players/rudy/gobert/203497","Utah Jazz"
"1071","Raul Neto","/players/raul/neto/203526","Utah Jazz"
"1072","Dante Exum","/players/dante/exum/203957","Utah Jazz"
"1073","Joe Ingles","/players/joe/ingles/204060","Utah Jazz"
"1074","Lavoy Allen","/players/lavoy/allen/202730","Washington Wizards"
"1075","Bradley Beal","/players/bradley/beal/203078","Washington Wizards"
"1076","Troy Brown Jr.","/players/troy/brown_jr./1628972","Washington Wizards"
"1077","Thomas Bryant","/players/thomas/bryant/1628418","Washington Wizards"
"1078","Jeff Green","/players/jeff/green/201145","Washington Wizards"
"1079","Dwight Howard","/players/dwight/howard/2730","Washington Wizards"
"1080","Ian Mahinmi","/players/ian/mahinmi/101133","Washington Wizards"
"1081","Jordan McRae","/players/jordan/mcrae/203895","Washington Wizards"
"1082","Jodie Meeks","/players/jodie/meeks/201975","Washington Wizards"
"1083","Markieff Morris","/players/markieff/morris/202693","Washington Wizards"
"1084","Kelly Oubre Jr.","/players/kelly/oubre_jr./1626162","Washington Wizards"
"1085","Otto Porter Jr.","/players/otto/porter_jr./203490","Washington Wizards"
"1086","Chasson Randle","/players/chasson/randle/1626184","Washington Wizards"
"1087","Austin Rivers","/players/austin/rivers/203085","Washington Wizards"
"1088","Devin Robinson","/players/devin/robinson/1628421","Washington Wizards"
"1089","Tomas Satoransky","/players/tomas/satoransky/203107","Washington Wizards"
"1090","Jason Smith","/players/jason/smith/201160","Washington Wizards"
"1091","John Wall","/players/john/wall/202322","Washington Wizards"
"1092","Ian Mahinmi","/players/ian/mahinmi/101133","Washington Wizards"
"1093","Kelly Oubre Jr.","/players/kelly/oubre_jr./1626162","Washington Wizards"
"1094","Chasson Randle","/players/chasson/randle/1626184","Washington Wizards"
"1095","Thomas Bryant","/players/thomas/bryant/1628418","Washington Wizards"
"1096","Devin Robinson","/players/devin/robinson/1628421","Washington Wizards"
"1097","Troy Brown Jr.","/players/troy/brown_jr./1628972","Washington Wizards"
"1098","Jeff Green","/players/jeff/green/201145","Washington Wizards"
"1099","Jason Smith","/players/jason/smith/201160","Washington Wizards"
"1100","Jodie Meeks","/players/jodie/meeks/201975","Washington Wizards"
"1101","John Wall","/players/john/wall/202322","Washington Wizards"
"1102","Markieff Morris","/players/markieff/morris/202693","Washington Wizards"
"1103","Lavoy Allen","/players/lavoy/allen/202730","Washington Wizards"
"1104","Bradley Beal","/players/bradley/beal/203078","Washington Wizards"
"1105","Austin Rivers","/players/austin/rivers/203085","Washington Wizards"
"1106","Tomas Satoransky","/players/tomas/satoransky/203107","Washington Wizards"
"1107","Otto Porter Jr.","/players/otto/porter_jr./203490","Washington Wizards"
"1108","Jordan McRae","/players/jordan/mcrae/203895","Washington Wizards"
"1109","Dwight Howard","/players/dwight/howard/2730","Washington Wizards"
