"","this_player","min_age","max_age","num_years","num_teams","pts_prime","max_avg_pts"
"42.899","J.R. Bremer",22,23,1,4,22,"8.3"
"42.902","Pete Brennan",22,22,0,1,22,"2.5"
"42.905","Tom Brennan",24,24,0,1,24,"0.9"
"42.908","Randy Breuer",23,33,10,5,27,"12"
"42.911","Corey Brewer",21,31,10,7,23,"13"
"42.914","Jamison Brewer",21,24,3,2,23,"2.5"
"42.917","Jim Brewer",22,30,8,5,24,"11.5"
"42.920","Ron Brewer",23,30,7,7,26,"19.4"
"42.923","Ronnie Brewer",21,28,7,7,23,"13.7"
"42.926","Primoz Brezec",22,30,8,8,25,"Did Not Play"
"42.928","Frankie Brian",26,32,6,3,26,"17.8"
"42.931","Frank Brickowski",25,37,12,8,33,"Did Not Play (injury—shoulder)"
"42.934","Junior Bridgeman",22,33,11,2,26,"17.6"
"42.937","Bill Bridges",23,35,12,6,27,"17.4"
"42.940","Al Brightman",23,23,0,1,23,"9.8"
"42.943","Aud Brindley",23,23,0,1,23,"2.8"
"42.946","John Brisker",22,27,5,3,23,"29.3"
"42.949","Allan Bristow",22,31,9,5,28,"11.6"
"42.952","Tyrone Britt",23,23,0,1,23,"2.5"
"42.955","Wayman Britt",25,25,0,1,25,"1.3"
"42.958","Mike Brittain",22,23,1,1,22,"1.7"
"42.961","Dave Britton",22,22,0,1,22,"2"
"42.964","Jon Brockman",22,24,2,2,22,"2.8"
"42.967","Jim Brogan",23,24,1,1,23,"6.3"
"42.970","Malcolm Brogdon",24,25,1,1,25,"13"
"42.973","Gary Brokaw",21,24,3,4,23,"8.9"
"42.976","Price Brookfield",28,29,1,2,28,"8.2"
"42.979","Clarence Brookins",NA,NA,NA,1,NA,"2.6"
"42.981","Aaron Brooks",23,33,10,9,25,"Did Not Play (other pro league—China)"
"42.984","Dillon Brooks",22,22,0,1,22,"11"
"42.987","Kevin Brooks",22,24,2,1,23,"4.1"
"42.990","MarShon Brooks",23,29,6,8,29,"Did Not Play"
"42.993","Michael Brooks",22,29,7,4,23,"Did Not Play (injury—knee)"
"42.996","Scott Brooks",23,32,9,7,29,"7.9"
"42.1000","Andre Brown",25,27,2,3,26,"3"
"42.1003","Anthony Brown",23,25,2,5,24,"4.5"
"42.1006","Bob Brown",25,26,1,2,26,"11.7"
"42.1009","Bobby Brown",24,33,9,9,25,"Did Not Play (other pro league)"
"42.1012","Chucky Brown",21,33,12,13,27,"8.6"
"42.1015","Damone Brown",22,25,3,4,23,"5.6"
"42.1018","Darrell Brown",25,25,0,1,25,"1.3"
"42.1021","Dee Brown",22,33,11,4,26,"15.6"
"42.1024","Dee Brown",22,24,2,5,24,"Did Not Play"
"42.1027","Derrick Brown",22,24,2,3,24,"8.1"
"42.1030","Devin Brown",24,31,7,8,28,"11.6"
"42.1033","Ernest Brown",22,22,0,1,22,"1"
"42.1036","Fred Brown",23,35,12,1,27,"23.1"
"42.1039","George Brown",22,22,0,1,22,"1"
"42.1042","Gerald Brown",23,23,0,1,23,"2.4"
"42.1045","Harold Brown",23,23,0,1,23,"4.9"
"42.1048","Jabari Brown",22,22,0,1,22,"11.9"
"42.1052","Jaylen Brown",20,21,1,1,21,"14.5"
"42.1055","John Brown",22,28,6,4,23,"11.2"
"42.1058","Kedrick Brown",20,23,3,4,22,"5.3"
"42.1061","Kwame Brown",19,30,11,8,21,"10.9"
"42.1063","Larry Brown",27,31,4,6,29,"13.7"
"42.1066","Leon Brown",27,27,0,1,27,"0"
"42.1069","Lewis Brown",25,25,0,1,25,"1"
"42.1072","Lorenzo Brown",23,27,4,5,24,"Did Not Play"
"42.1075","Marcus Brown",22,25,3,4,22,"Did Not Play (other pro league—France)"
"42.1078","Markel Brown",23,26,3,3,24,"Did Not Play"
"42.1081","Mike Brown",23,33,10,5,28,"7.7"
"42.1084","Myron Brown",22,22,0,1,22,"2.3"
"42.1087","P.J. Brown",24,38,14,7,29,"11.4"
"42.1090","Randy Brown",23,34,11,4,30,"8.8"
"42.1094","Raymond Brown",24,24,0,1,24,"1"
"42.1098","Rickey Brown",22,26,4,3,23,"5.7"
"42.1101","Roger Brown",25,32,7,4,27,"23"
"42.1104","Roger Brown",22,29,7,9,23,"Did Not Play"
"42.1107","Shannon Brown",21,29,8,9,26,"11"
"42.1110","Stan Brown",18,22,4,3,22,"Did Not Play (other pro league—EBL)"
"42.1112","Sterling Brown",22,22,0,1,22,"4"
"42.1115","Tierre Brown",22,25,3,4,25,"4.4"
"42.1118","Tony Brown",24,31,7,11,26,"Did Not Play (injury—foot)"
"42.1121","Jim Browne",19,20,1,2,20,"1.5"
"42.1123","Stanley Brundy",22,22,0,1,22,"2.3"
"42.1126","Brian Brunkhorst",23,23,0,1,23,"8.3"
"42.1129","George Bruns",26,26,0,1,26,"6.6"
"42.1132","Rick Brunson",25,33,8,9,32,"5.5"
"42.1135","Nicolas Brussino",23,24,1,2,23,"2.8"
"42.1137","Em Bryant",26,33,7,3,32,"10"
"42.1140","Joe Bryant",21,28,7,3,27,"11.8"
"42.1143","Kobe Bryant",18,37,19,1,27,"35.4"
"42.1145","Mark Bryant",23,37,14,11,31,"9.3"
"42.1148","Thomas Bryant",20,20,0,1,20,"1.5"
"42.1151","Wallace Bryant",24,26,2,4,24,"4.1"
"42.1154","Torgeir Bryn",25,25,0,1,25,"1.3"
"42.1157","George Bucci",22,22,0,1,22,"3.9"
"42.1160","Joe Buckhalter",24,25,1,1,24,"5.9"
"42.1163","Steve Bucknall",23,23,0,1,23,"1.3"
"42.1166","Cleveland Buckner",23,24,1,1,23,"6.4"
"42.1169","Greg Buckner",23,32,9,5,29,"6.7"
"42.1172","Quinn Buckner",22,31,9,3,26,"13.3"
"42.1175","Dave Budd",22,26,4,1,24,"9.5"
"42.1178","Chase Budinger",21,27,6,5,22,"9.8"
"42.1181","Walt Budko",23,26,3,2,23,"11.5"
"42.1184","Jud Buechler",22,33,11,8,24,"6.2"
"42.1187","Rodney Buford",22,27,5,6,24,"Did Not Play (other pro league—Greece)"
"42.1190","Matt Bullard",23,34,11,4,25,"Did Not Play (other pro league—Greece)"
"42.1194","Reggie Bullock",22,26,4,4,26,"11.3"
"42.1197","Larry Bunce",22,23,1,5,22,"12.1"
"42.1200","Greg Bunch",22,22,0,1,22,"2.3"
"42.1203","Dick Bunt",22,22,0,3,22,"4.3"
"42.1206","Bill Buntin",23,23,0,1,23,"7.7"
"42.1209","Bill Bunting",22,24,2,4,23,"4.9"
"42.1212","Ticky Burden",22,24,2,2,22,"19.9"
"42.1215","Pat Burke",29,33,4,3,29,"Did Not Play (other pro league—Spain)"
"42.1218","Trey Burke",21,25,4,3,21,"12.8"
"42.1221","Roger Burkman",23,23,0,1,23,"0.8"
"42.1224","Alec Burks",20,26,6,1,22,"14"
"42.1227","Antonio Burks",24,25,1,1,24,"3"
"42.1230","Kevin Burleson",26,26,0,1,26,"1.8"
"42.1233","Tom Burleson",22,28,6,3,23,"15.6"
"42.1236","Jack Burmaster",23,23,0,1,23,"9.8"
"42.1239","David Burns",23,23,0,3,23,"2.7"
"42.1242","Evers Burns",22,22,0,1,22,"2.4"
"42.1245","Jim Burns",22,22,0,3,22,"4.7"
"42.1248","Scott Burrell",23,30,7,5,25,"13.2"
"42.1251","Art Burris",26,27,1,3,27,"5.6"
"42.1254","Junior Burrough",23,23,0,1,23,"3.1"
"42.1257","Bob Burrow",22,23,1,2,22,"6"
"42.1260","Ed Burton",22,25,3,3,25,"Did Not Play (other pro league—MPBL)"
"42.1263","Willie Burton",22,30,8,6,26,"Did Not Play (other pro league—CBA, Italy)"
"42.1266","Steve Burtt",22,30,8,6,25,"Did Not Play (other pro league—CBA)"
"42.1269","Don Buse",22,34,12,5,25,"12.5"
"42.1272","David Bustion",23,23,0,1,23,"3.4"
"42.1275","Donnie Butcher",25,29,4,3,27,"8.6"
"42.1278","Al Butler",23,26,3,4,23,"14.7"
"42.1281","Caron Butler",22,35,13,10,28,"20.8"
"42.1284","Greg Butler",22,24,2,2,22,"1.7"
"42.1287","Jackie Butler",19,21,2,2,20,"5.3"
"42.1289","Jimmy Butler",22,28,6,2,27,"23.9"
"42.1292","Mike Butler",22,25,3,2,24,"10.2"
"42.1295","Mitchell Butler",23,33,10,7,24,"Did Not Play (other pro league—Lithuania)"
"42.1298","Rasual Butler",23,36,13,11,30,"Did Not Play"
"42.1301","Dwight Buycks",24,28,4,4,25,"Did Not Play"
"42.1304","Derrick Byars",27,27,0,1,27,"5"
"42.1308","Andrew Bynum",18,26,8,5,24,"Did Not Play (injury—knee)"
"42.1310","Will Bynum",23,32,9,4,27,"Did Not Play (other pro league—Israel)"
"42.1314","Walter Byrd",NA,NA,NA,1,NA,"1.5"
"42.1316","Marty Byrnes",22,26,4,7,24,"Did Not Play (other pro league—CBA)"
"42.1319","Tommy Byrnes",23,27,4,6,25,"9.6"
"42.1322","Michael Bytzura",24,24,0,1,24,"3.5"
"49.36","Zarko Cabarkapa",22,24,2,3,23,"6.2"
"49.38","Barney Cable",23,28,5,7,26,"13.7"
"49.41","Bruno Caboclo",19,22,3,3,22,"2.6"
"49.43","Jason Caffey",22,29,7,4,26,"12"
"49.46","Michael Cage",23,38,15,6,25,"Did Not Play (retired)"
"49.49","Gerry Calabrese",25,26,1,1,26,"5"
"49.52","Nick Calathes",24,25,1,1,24,"4.9"
"49.55","Jose Calderon",24,36,12,8,27,"12.8"
"49.57","Adrian Caldwell",23,31,8,8,30,"Did Not Play (other pro league—Italy)"
"49.61","Jim Caldwell",25,26,1,4,25,"8.4"
"49.64","Joe Caldwell",23,33,10,6,29,"23.3"
"49.67","Kentavious Caldwell-Pope",20,24,4,2,22,"14.5"
"49.70","Bill Calhoun",21,27,6,5,25,"10.3"
"49.73","Corky Calhoun",22,29,7,5,23,"8.2"
"49.76","Demetrius Calip",22,22,0,1,22,"1.6"
"49.79","Tom Callahan",25,25,0,1,25,"1.3"
"49.82","Rick Calloway",24,24,0,1,24,"3.2"
"49.86","Ernie Calverley",23,25,2,1,23,"14.3"
"49.89","Mack Calvin",22,33,11,12,23,"Did Not Play (dropped from roster)"
"49.92","Dexter Cambridge",23,23,0,1,23,"7"
"49.95","Marcus Camby",22,38,16,7,22,"14.8"
"49.98","Elden Campbell",22,36,14,7,30,"15.3"
"49.101","Tony Campbell",22,32,10,7,27,"23.2"
"49.104","Isaiah Canaan",22,26,4,5,23,"12.6"
"49.107","Larry Cannon",22,26,4,7,23,"Did Not Play"
"49.110","Clint Capela",20,23,3,1,23,"13.9"
"49.112","Derrick Caracter",22,22,0,1,22,"2"
"49.116","Frank Card",24,28,4,6,26,"12.4"
"49.119","Brian Cardinal",23,34,11,6,26,"9.6"
"49.122","Howie Carl",23,23,0,1,23,"5.5"
"49.125","Chet Carlisle",30,30,0,1,30,"5"
"49.128","Geno Carlisle",28,28,0,1,28,"1.3"
"49.132","Rick Carlisle",25,30,5,4,28,"Did Not Play (injury—shoulder)"
"49.136","Don Carlos",24,24,0,1,24,"11.2"
"49.139","Al Carlson",24,24,0,1,24,"2.6"
"49.142","Don Carlson",27,31,4,4,27,"Did Not Play (other pro league—NBL)"
"49.145","Bob Carney",22,22,0,1,22,"3.6"
"49.148","Rodney Carney",22,26,4,5,24,"7.2"
"49.151","Bob Carpenter",32,33,1,3,32,"9.3"
"49.154","Antoine Carr",23,38,15,7,29,"20.1"
"49.157","Austin Carr",23,32,9,4,25,"21.9"
"49.160","Chris Carr",21,26,5,7,23,"9.9"
"49.163","Cory Carr",23,23,0,1,23,"4.1"
"49.166","Kenny Carr",22,31,9,5,28,"15.6"
"49.169","M.L. Carr",25,34,9,3,28,"18.7"
"49.172","Darel Carrier",27,32,5,2,28,"23.2"
"49.175","Bob Carrington",24,26,2,5,24,"Did Not Play"
"49.178","DeMarre Carroll",23,31,8,8,31,"13.5"
"49.182","Joe Barry Carroll",22,32,10,7,24,"Did Not Play (other pro league—Italy)"
"49.185","Matt Carroll",23,32,9,5,26,"12.1"
"49.188","Jimmy Carruth",27,27,0,1,27,"1.3"
"49.191","Anthony Carter",24,36,12,7,32,"7.8"
"49.194","Butch Carter",22,27,5,5,25,"13.4"
"49.197","Fred Carter",24,31,7,4,29,"21.9"
"49.200","George Carter",24,32,8,10,28,"Did Not Play"
"49.203","Howard Carter",22,23,1,2,22,"6.2"
"49.206","Jake Carter",25,25,0,3,25,"3.5"
"49.209","Maurice Carter",27,27,0,3,27,"5.5"
"49.212","Reggie Carter",23,24,1,1,24,"4"
"49.216","Ron Carter",22,23,1,2,22,"3.1"
"49.219","Vince Carter",22,41,19,8,24,"27.6"
"49.222","Michael Carter-Williams",22,26,4,5,22,"16.7"
"49.225","Bill Cartwright",22,37,15,4,22,"Did Not Play (injury—foot)"
"49.228","Jay Carty",27,27,0,1,27,"2.7"
"49.231","Alex Caruso",23,23,0,1,23,"3.6"
"49.234","Cornelius Cash",24,24,0,1,24,"3.5"
"49.237","Sam Cash",22,22,0,1,22,"2.9"
"49.240","Sam Cassell",24,38,14,9,34,"19.8"
"49.243","Omri Casspi",21,29,8,7,28,"12"
"49.245","Harvey Catchings",23,33,10,5,27,"6.1"
"49.248","Terry Catledge",22,29,7,3,26,"19.4"
"49.251","Sid Catlett",23,23,0,1,23,"0.7"
"49.254","Kelvin Cato",23,32,9,6,25,"8.7"
"49.258","Bobby Cattage",23,27,4,3,27,"Did Not Play (other pro league—CBA)"
"49.261","Willie Cauley-Stein",22,24,2,1,24,"12.8"
"49.264","Duane Causwell",22,32,10,2,24,"8.2"
"49.267","Tyler Cavanaugh",23,23,0,1,23,"4.7"
"49.270","Ron Cavenall",25,29,4,4,25,"Did Not Play (other pro league—CBA)"
"49.273","Cedric Ceballos",21,31,10,6,25,"21.7"
"49.276","John Celestand",22,22,0,1,22,"2.3"
"49.279","Al Cervi",32,35,3,1,32,"10.2"
"49.281","Lionel Chalmers",24,24,0,1,24,"3.1"
"49.284","Mario Chalmers",22,31,9,4,29,"Did Not Play"
"49.287","Bill Chamberlain",23,24,1,4,23,"5.5"
"49.290","Wilt Chamberlain",23,36,13,5,25,"50.4"
"49.293","Jerry Chambers",23,30,7,7,29,"Did Not Play (military service)"
"49.296","Tom Chambers",22,38,16,7,30,"Did Not Play (other pro league—Israel)"
"49.299","Mike Champion",24,24,0,1,24,"0"
"49.302","Tyson Chandler",19,35,16,7,25,"11.8"
"49.304","Wilson Chandler",20,30,10,4,23,"Did Not Play"
"49.307","Don Chaney",22,33,11,4,26,"13.1"
"49.310","John Chaney",29,29,0,3,29,"4.7"
"49.313","Rex Chapman",21,32,11,5,26,"18.2"
"49.316","Wayne Chapman",23,26,3,4,25,"10"
"49.319","Len Chappell",22,31,9,11,23,"17.3"
"49.322","Ken Charles",22,26,4,2,25,"11.1"
"49.325","Lorenzo Charles",22,22,0,1,22,"3.4"
"49.328","Calbert Cheaney",22,34,12,6,23,"16.6"
"49.331","Maurice Cheeks",22,36,14,6,30,"15.6"
"49.334","Phil Chenier",21,30,9,6,23,"21.9"
"49.337","Will Cherry",23,23,0,1,23,"1.9"
"49.340","Derrick Chievous",21,23,2,3,21,"9.3"
"49.343","Pete Chilcutt",23,31,8,8,25,"7.3"
"49.346","Josh Childress",21,30,9,5,23,"Did Not Play (other pro league—Greece)"
"49.349","Randolph Childress",23,24,1,3,23,"3"
"49.352","Chris Childs",27,35,8,4,28,"12.8"
"49.355","Leroy Chollet",24,25,1,1,24,"3.2"
"49.358","Jim Chones",23,32,9,5,26,"15.8"
"49.361","Marquese Chriss",19,20,1,1,19,"9.2"
"49.364","Fred Christ",24,24,0,1,24,"3.3"
"49.367","Cal Christensen",23,27,4,3,23,"6.6"
"49.370","Bob Christian",23,27,4,5,27,"4.8"
"49.373","Doug Christie",22,36,14,8,27,"16.5"
"49.376","Dionte Christmas",27,27,0,1,27,"2.3"
"49.379","Rakeem Christmas",24,25,1,1,24,"4"
"49.382","Semaj Christon",24,24,0,1,24,"2.9"
"49.385","Patrick Christopher",26,26,0,1,26,"1.5"
"49.388","Stephen Chubin",23,25,2,8,23,"18.2"
"49.391","Robert Churchwell",23,23,0,1,23,"1.5"
"49.394","Archie Clark",25,34,9,7,30,"29"
"49.397","Carlos Clark",23,24,1,1,24,"2.7"
"49.400","Earl Clark",22,27,5,7,25,"7.3"
"49.403","Ian Clark",22,26,4,5,26,"7.4"
"49.406","Keon Clark",23,28,5,5,26,"11.3"
"49.409","Richard Clark",24,25,1,2,25,"6.8"
"49.412","Coty Clarke",23,23,0,1,23,"2"
"49.415","Jordan Clarkson",22,25,3,3,23,"15.5"
"49.419","Gian Clavell",24,24,0,1,24,"2.9"
"49.422","Victor Claver",24,26,2,1,24,"3.8"
"49.424","John Clawson",24,24,0,1,24,"4.7"
"49.427","Charles Claxton",25,25,0,1,25,"0.7"
"49.430","Speedy Claxton",23,30,7,8,26,"Did Not Play (injury—knee)"
"49.433","Jim Cleamons",22,30,8,5,26,"12.2"
"49.436","Mateen Cleaves",23,28,5,4,23,"5.4"
"49.439","Barry Clemens",22,32,10,5,24,"9.3"
"49.442","Antonius Cleveland",23,23,0,3,23,"3.3"
"49.445","Nat Clifton",28,35,7,2,32,"13.1"
"49.448","Bill Closs",28,30,2,3,28,"11.8"
"49.451","Keith Closs",21,23,2,1,23,"4.2"
"49.454","Paul Cloyd",29,29,0,3,29,"3.5"
"49.457","Bob Cluggish",29,29,0,1,29,"4.4"
"49.460","Ben Clyde",23,23,0,1,23,"2.8"
"49.463","Richard Coffey",25,25,0,1,25,"1.3"
"49.466","Fred Cofield",24,25,1,2,24,"3.7"
"49.470","John Coker",24,29,5,6,27,"Did Not Play (other pro league—Spain)"
"49.473","Norris Cole",23,28,5,4,27,"10.6"
"49.476","Ben Coleman",25,32,7,6,26,"Did Not Play (other pro league—Spain)"
"49.480","Derrick Coleman",23,37,14,4,25,"20.7"
"49.483","E.C. Coleman",23,28,5,3,26,"8.6"
"49.486","Jack Coleman",25,33,8,3,31,"14.1"
"49.489","Norris Coleman",26,26,0,1,26,"5.3"
"49.492","Bimbo Coles",22,35,13,6,27,"12.8"
"49.495","Jason Collier",23,27,4,2,26,"11.3"
"49.499","Art Collins",26,26,0,1,26,"3.2"
"49.502","Don Collins",22,28,6,6,22,"Did Not Play (other pro league—CBA)"
"49.505","Doug Collins",22,29,7,1,24,"20.8"
"49.508","James Collins",24,24,0,1,24,"2.6"
"49.511","Jarron Collins",23,32,9,5,23,"6.4"
"49.514","Jason Collins",23,35,12,8,26,"6.4"
"49.517","Jimmy Collins",24,25,1,1,24,"4"
"49.520","John Collins",20,20,0,1,20,"10.5"
"49.523","Mardy Collins",22,25,3,3,24,"5.9"
"49.526","Sherron Collins",23,23,0,1,23,"0.9"
"49.529","Zach Collins",20,20,0,1,20,"4.4"
"49.532","Kyle Collinsworth",26,26,0,1,26,"3.2"
"49.535","Darren Collison",22,30,8,5,27,"16.1"
"49.538","Nick Collison",24,37,13,2,27,"9.8"
"49.541","Joe Colone",25,25,0,1,25,"5.5"
"49.544","Sean Colson",25,25,0,3,25,"1.5"
"49.548","Steve Colter",22,32,10,9,23,"Did Not Play (other pro league—Croatia)"
"49.551","Glen Combs",22,28,6,6,23,"22.2"
"49.554","Leroy Combs",23,23,0,1,23,"4.5"
"49.557","John Comeaux",24,24,0,1,24,"3.3"
"49.560","Dallas Comegys",23,24,1,2,24,"6.5"
"49.563","Larry Comley",24,24,0,1,24,"2.1"
"49.566","Jeffrey Congdon",24,28,4,6,26,"9.8"
"49.569","Gene Conley",22,33,11,4,32,"Did Not Play (major league baseball—Milwaukee Braves)"
"49.572","Larry Conley",24,24,0,1,24,"2"
"49.575","Mike Conley",20,30,10,1,29,"20.5"
"49.578","Ed Conlin",22,28,6,4,24,"15"
"49.581","Marty Conlon",24,32,8,9,26,"10.2"
"49.584","Pat Connaughton",23,25,2,1,25,"5.4"
"49.587","Jimmy Conner",22,22,0,1,22,"4.4"
"49.590","Lester Conner",23,35,12,9,24,"Did Not Play (holdout)"
"49.593","Chuck Connors",25,26,1,1,25,"4.6"
"49.596","Will Conroy",24,30,6,9,27,"Did Not Play (other pro league—Turkey)"
"49.599","Anthony Cook",23,28,5,7,23,"Did Not Play (other pro league—France)"
"49.602","Bert Cook",25,25,0,1,25,"3.2"
"49.605","Bobby Cook",26,26,0,1,26,"11.5"
"49.608","Brian Cook",23,31,8,6,25,"7.9"
"49.611","Daequan Cook",20,25,5,5,21,"9.1"
"49.614","Darwin Cook",22,30,8,6,24,"Did Not Play (other pro league—CBA, Italy)"
"49.617","Jeff Cook",23,31,8,6,24,"Did Not Play (other pro league—Italy)"
"49.620","Norm Cook",21,22,1,2,21,"2.5"
"49.623","Omar Cook",22,23,1,2,23,"4.6"
"49.626","Quinn Cook",23,24,1,4,24,"9.5"
"49.629","Charles Cooke",23,23,0,1,23,"0.5"
"49.632","David Cooke",22,22,0,1,22,"1.5"
"49.635","Joe Cooke",22,22,0,1,22,"4.3"
"49.638","Jack Cooley",23,26,3,3,26,"Did Not Play"
"49.641","Chuck Cooper",24,29,5,5,24,"9.3"
"49.644","Duane Cooper",23,24,1,2,23,"2.4"
"49.647","Joe Cooper",24,27,3,7,27,"Did Not Play (other pro league—CBA)"
"49.652","Michael Cooper",22,33,11,1,25,"11.9"
"49.655","Wayne Cooper",22,35,13,5,29,"13.1"
"49.658","Tom Copa",27,27,0,1,27,"1.5"
"49.661","Chris Copeland",28,31,3,3,28,"8.7"
"49.664","Hollis Copeland",24,26,2,2,24,"Did Not Play (other pro league—Spain)"
"49.667","Lanard Copeland",24,26,2,3,24,"Did Not Play (other pro league—CBA)"
"49.670","Tyrone Corbin",23,38,15,10,28,"18"
"49.673","Chris Corchiani",23,25,2,4,23,"5"
"49.676","Ken Corley",NA,NA,NA,1,NA,"0"
"49.678","Ray Corley",22,25,3,6,22,"Did Not Play (other pro league—ABL)"
"49.681","Dave Corzine",22,34,12,5,26,"14"
"49.684","Larry Costello",23,36,13,5,27,"Did Not Play (other pro league—EBL)"
"49.687","Matt Costello",24,24,0,1,24,"1"
"49.690","Bryce Cotton",22,23,1,4,22,"5.3"
"49.693","Jack Cotton",25,25,0,1,25,"5.1"
"49.696","James Cotton",22,23,1,1,22,"2.7"
"49.699","John Coughran",28,28,0,1,28,"2.8"
"49.702","Mel Counts",23,34,11,7,28,"12.6"
"49.705","Steve Courtin",22,22,0,1,22,"4.2"
"49.708","Joe Courtney",23,27,4,9,24,"Did Not Play (other pro league—CBA)"
"49.712","Marcus Cousin",24,24,0,1,24,"1"
"49.716","DeMarcus Cousins",20,27,7,3,26,"27.8"
"49.719","Bob Cousy",22,41,19,3,23,"Did Not Play (retired)"
"49.722","Robert Covington",23,27,4,2,24,"13.5"
"49.725","Dave Cowens",22,34,12,3,24,"Did Not Play (retired)"
"49.728","Chubby Cox",27,27,0,1,27,"4.1"
"49.732","Johnny Cox",26,26,0,1,26,"7.8"
"49.735","Wesley Cox",23,24,1,1,24,"4.7"
"49.738","Allen Crabbe",21,25,4,2,25,"13.2"
"49.741","Torrey Craig",27,27,0,1,27,"4.2"
"49.744","Chris Crawford",22,28,6,1,28,"10.2"
"49.747","Freddie Crawford",25,29,4,6,26,"10.3"
"49.750","Jamal Crawford",20,37,17,8,27,"20.6"
"49.753","Joe Crawford",22,22,0,1,22,"4.5"
"49.756","Jordan Crawford",22,29,7,7,22,"Did Not Play"
"49.760","Jim Creighton",25,25,0,1,25,"1"
"49.763","Ron Crevier",27,27,0,3,27,"0"
"49.766","Hal Crisler",23,23,0,1,23,"1.5"
"49.769","Joe Crispin",22,22,0,3,22,"4.6"
"49.772","Charlie Criss",29,36,7,4,33,"12.9"
"49.775","Russell Critchfield",22,22,0,1,22,"3.4"
"49.778","Winston Crite",22,23,1,1,22,"3"
"49.781","Javaris Crittenton",20,21,1,4,20,"7.4"
"49.784","Dillard Crocker",24,28,4,6,25,"Did Not Play (other pro league—NPBL)"
"49.787","Bobby Croft",24,24,0,3,24,"7.9"
"49.790","Geoff Crompton",23,28,5,6,27,"Did Not Play (other pro league—Netherlands)"
"49.793","Terry Crosby",23,23,0,1,23,"1.5"
"49.796","Austin Croshere",22,33,11,6,24,"10.3"
"49.799","Jeff Cross",24,24,0,1,24,"1.2"
"49.802","Pete Cross",22,24,2,3,22,"8"
"49.805","Russell Cross",22,22,0,1,22,"3.7"
"49.808","Chink Crossin",24,26,2,1,26,"7"
"49.811","John Crotty",23,33,10,8,32,"6.9"
"49.814","Bill Crow",27,27,0,1,27,"3"
"49.817","Mark Crow",23,23,0,1,23,"5.6"
"49.820","Corey Crowder",22,25,3,4,22,"Did Not Play (other pro league—Spain)"
"49.823","Jae Crowder",22,27,5,5,25,"14.2"
"49.826","Al Cueto",23,24,1,2,23,"6"
"49.829","Pat Cummings",23,34,11,5,28,"15.8"
"49.832","Terry Cummings",21,38,17,8,21,"23.7"
"49.835","Vonteego Cummings",23,25,2,2,23,"9.4"
"49.838","Billy Cunningham",22,32,10,2,26,"26.1"
"49.841","Dante Cunningham",22,30,8,7,23,"9"
"49.844","Dick Cunningham",22,28,6,2,22,"4.6"
"49.847","Jared Cunningham",21,24,3,7,24,"4"
"49.850","William Cunningham",23,24,1,5,23,"1.3"
"49.853","Radisav Curcic",27,27,0,1,27,"2.9"
"49.855","Armand Cure",27,27,0,1,27,"0.8"
"49.858","Earl Cureton",23,39,16,11,28,"Did Not Play (other pro league—Italy)"
"49.862","Bill Curley",22,28,6,8,28,"Did Not Play (injury—knee)"
"49.865","Fran Curran",26,27,1,1,27,"6"
"49.868","Dell Curry",22,37,15,5,29,"16.3"
"49.871","Eddy Curry",19,30,11,5,24,"Did Not Play"
"49.873","JamesOn Curry",24,24,0,1,24,"0"
"49.876","Michael Curry",25,36,11,8,29,"Did Not Play (other pro league—Spain)"
"49.879","Seth Curry",23,26,3,6,26,"12.8"
"49.883","Stephen Curry",21,29,8,1,27,"30.1"
"49.886","Rastko Cvetkovic",25,25,0,1,25,"0.7"
"56.36","Mike D'Antoni",22,25,3,5,22,"4.8"
"56.39","Mike Dabich",25,25,0,3,25,"3.3"
"56.42","Ed Dahler",26,26,0,1,26,"2.5"
"56.45","Quintin Dailey",22,31,9,3,23,"18.2"
"56.48","Samuel Dalembert",20,33,13,7,25,"Did Not Play (injury—knee)"
"56.51","Howie Dallmar",24,26,2,1,25,"12.2"
"56.54","Erick Dampier",21,36,15,5,28,"12.3"
"56.57","Louie Dampier",23,34,11,2,25,"26"
"56.60","Bob Dandridge",22,34,12,2,28,"21.5"
"56.63","Antonio Daniels",22,35,13,9,29,"Did Not Play (contract bought out)"
"56.66","Erik Daniels",22,22,0,1,22,"0.6"
"56.69","Lloyd Daniels",25,30,5,8,25,"Did Not Play (other pro league—Italy)"
"56.72","Marquis Daniels",23,32,9,4,28,"13.6"
"56.75","Mel Daniels",23,32,9,5,24,"Did Not Play (other pro league—Italy)"
"56.78","Troy Daniels",22,26,4,6,26,"8.9"
"56.81","Sasha Danilovic",25,26,1,3,26,"16.6"
"56.83","Adrian Dantley",20,34,14,8,24,"30.7"
"56.86","Pete Darcey",22,22,0,1,22,"0.9"
"56.89","Jimmy Darden",27,27,0,1,27,"8.1"
"56.92","Ollie Darden",23,25,2,4,23,"12"
"56.95","Yinka Dare",22,25,3,1,23,"2.8"
"56.98","Jesse Dark",23,23,0,1,23,"3.6"
"56.101","Rick Darnell",23,23,0,1,23,"2.4"
"56.104","Jimmy Darrow",24,24,0,1,24,"2.4"
"56.107","Luigi Datome",26,27,1,3,27,"5.2"
"56.109","Brad Daugherty",21,28,7,1,25,"21.6"
"56.112","Mack Daughtry",NA,NA,NA,1,NA,"3.3"
"56.114","Kornel David",27,29,2,5,28,"6.5"
"56.116","Jermareo Davidson",23,24,1,2,23,"3.2"
