"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Goran Dragic","35:09",".444",".438",".375",".125","0.0","3.5","1.5","26.5","0.0","0.0","22.9","27.5","74","114"
"3","James Johnson","31:41",".400",".400",".400",".000","0.0","19.4","8.1","24.5","1.5","5.7","16.7","8.4","93","103"
"4","Tyler Johnson","18:46",".699",".727",".364",".091","0.0","6.6","2.8","15.9","2.6","0.0","0.0","26.9","128","107"
"5","Hassan Whiteside","10:05",".174",".000",".000","1.000","35.3","12.2","25.6","0.0","0.0","9.0","14.8","29.6","63","106"
"6","Josh Richardson","7:22",".000",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","12.3","0.0","6.0","0","107"
"8","Kelly Olynyk","37:19",".495",".469",".438",".313","4.8","19.8","11.1","30.9","3.9","2.4","5.2","22.7","108","100"
"9","Dwyane Wade","30:54",".328",".267",".133",".267","0.0","19.9","8.4","28.0","1.6","0.0","5.6","25.4","77","107"
"10","Justise Winslow","25:08",".558",".444",".667",".444","7.1","24.5","14.4","13.5","1.9","0.0","8.5","20.7","114","105"
"11","Wayne Ellington","20:47",".563",".563",".875",".000","0.0","5.9","2.5","0.0","0.0","4.4","11.1","19.1","89","111"
"12","Bam Adebayo","16:18",".694","1.000",".000","1.000","10.9","15.1","12.7","0.0","0.0","0.0","0.0","7.8","139","111"
"13","Rodney McGruder","6:31",".000",".000","1.000",".000","0.0","56.7","23.8","0.0","0.0","0.0","0.0","6.8","0","100"
"14","Luke Babbitt","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Udonis Haslem","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".466",".443",".398",".250","18.5","76.9","43.0","70.6","7.1","11.3","10.1","100.0","92.9","106.2"
