"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Donovan Mitchell","38:48",".546",".518",".286",".179","0.0","18.0","9.1","19.9","0.0","2.1","0.0","32.8","118","99"
"3","Ricky Rubio","34:23",".458",".375",".500",".417","3.0","14.5","8.8","31.5","1.4","2.4","22.0","22.3","95","96"
"4","Rudy Gobert","34:05",".673",".636",".000",".182","12.0","17.6","14.8","4.5","1.4","2.4","14.4","17.2","126","95"
"5","Derrick Favors","33:24",".658",".667",".000",".222","3.1","9.0","6.1","0.0","1.4","5.0","0.0","12.5","135","96"
"6","Joe Ingles","30:05",".704",".708",".917",".417","0.0","10.0","5.0","20.3","1.6","2.8","6.6","21.3","138","97"
"8","Jae Crowder","27:49",".276",".250",".400",".200","3.7","21.6","12.7","13.8","5.1","0.0","21.6","21.0","61","88"
"9","Royce O'Neale","19:58",".850",".800",".600",".400","15.3","30.1","22.8","0.0","0.0","4.1","0.0","12.4","180","94"
"10","Dante Exum","10:19",".258",".000",".333",".667","0.0","19.4","9.8","11.3","0.0","0.0","20.5","19.9","57","100"
"11","Jonas Jerebko","6:44","","","","","0.0","14.9","7.5","0.0","0.0","0.0","","0.0","0","101"
"12","Ekpe Udoh","1:29",".000","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.0","0","105"
"13","Alec Burks","1:28",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.7","0","105"
"14","Raul Neto","1:28","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","105"
"15","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".549",".516",".374",".297","21.3","81.3","51.6","51.2","7.0","12.1","9.7","100.0","112.3","95.4"
