"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","LeBron James","43:51","10","20",".500","2","4",".500","7","9",".778","1","8","9","13","2","0","5","2","29","-18"
"3","Kevin Love","34:54","7","18",".389","3","8",".375","5","5","1.000","4","6","10","1","2","1","1","1","22","-12"
"4","George Hill","33:55","5","12",".417","3","6",".500","2","2","1.000","2","0","2","3","2","1","1","5","15","-11"
"5","J.R. Smith","31:07","2","9",".222","1","4",".250","0","1",".000","0","1","1","2","2","0","1","0","5","-9"
"6","Tristan Thompson","23:19","5","8",".625","0","0","","1","2",".500","3","2","5","0","0","0","0","2","11","-1"
"8","Jeff Green","19:47","2","7",".286","0","2",".000","2","2","1.000","0","2","2","1","0","0","0","0","6","-11"
"9","Kyle Korver","17:21","0","3",".000","0","1",".000","1","1","1.000","2","0","2","1","0","1","0","2","1","-18"
"10","Larry Nance","12:22","0","1",".000","0","0","","2","4",".500","3","3","6","1","0","1","1","0","2","-13"
"11","Jordan Clarkson","8:04","1","4",".250","0","0","","0","0","","0","1","1","1","1","0","1","1","2","-4"
"12","Cedi Osman","4:17","1","2",".500","0","1",".000","0","0","","0","1","1","0","0","0","0","0","2","-1"
"13","Rodney Hood","4:09","1","2",".500","0","1",".000","0","0","","0","1","1","1","0","0","0","0","2","-1"
"14","Jose Calderon","3:27","2","3",".667","0","0","","0","0","","1","1","2","1","0","0","0","0","4","+2"
"15","Ante Zizic","3:27","1","1","1.000","0","0","","0","0","","0","0","0","0","0","0","0","2","2","+2"
"16","Team Totals","240","37","90",".411","9","27",".333","20","26",".769","16","26","42","25","9","4","10","15","103",""
