"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LeBron James","37:30",".823",".792",".250",".833","3.6","11.9","8.1","57.4","2.7","4.9","15.5","24.1","160","89"
"3","Kevin Love","29:45",".472",".375",".333",".333","9.0","45.0","28.6","21.1","1.7","0.0","22.5","27.8","95","88"
"4","George Hill","29:45",".509",".500",".818",".364","0.0","11.3","6.1","10.6","1.7","0.0","0.0","19.9","113","95"
"5","J.R. Smith","26:02",".619",".563",".500",".250","0.0","21.4","11.7","0.0","0.0","0.0","18.4","19.4","98","97"
"6","Tristan Thompson","22:38",".740",".600",".000",".800","17.7","19.7","18.8","0.0","0.0","0.0","0.0","13.9","170","97"
"8","Larry Nance","21:15","1.000","1.000",".000",".000","6.3","26.3","17.2","24.2","7.3","0.0","33.3","13.1","141","80"
"9","Kyle Korver","20:05","1.400","1.400",".800",".000","0.0","11.1","6.1","0.0","0.0","0.0","28.6","16.2","139","99"
"10","Jeff Green","18:50",".615",".500",".500",".500","0.0","0.0","0.0","8.0","2.7","0.0","0.0","12.1","139","95"
"11","Jordan Clarkson","18:15",".409",".409",".636",".000","7.3","0.0","3.3","0.0","0.0","5.1","0.0","28.0","91","97"
"12","Cedi Osman","6:49",".798","1.000",".000","2.000","0.0","0.0","0.0","23.5","7.6","0.0","0.0","12.8","174","85"
"13","Ante Zizic","4:33",".347",".000",".000","1.000","0.0","49.1","26.7","0.0","0.0","0.0","25.8","39.7","57","91"
"14","Jose Calderon","4:33",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","10.2","0","101"
"15","Rodney Hood","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".650",".599",".447",".395","22.2","86.0","57.0","62.2","9.7","5.8","13.6","100.0","124.6","92.4"
