"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Damian Lillard","35:00","5","14",".357","3","9",".333","7","8",".875","0","3","3","2","0","0","8","1","20","-24"
"3","CJ McCollum","33:17","9","16",".563","2","5",".400","2","3",".667","0","1","1","3","1","0","4","3","22","-15"
"4","Al-Farouq Aminu","30:44","8","15",".533","3","8",".375","2","2","1.000","4","4","8","1","2","1","2","0","21","-13"
"5","Maurice Harkless","26:09","2","8",".250","1","5",".200","0","0","","2","1","3","4","0","0","0","2","5","-16"
"6","Jusuf Nurkic","20:19","2","7",".286","0","0","","1","2",".500","2","5","7","2","2","0","2","4","5","-18"
"8","Shabazz Napier","20:59","2","4",".500","0","1",".000","1","2",".500","0","1","1","2","2","0","3","0","5","+4"
"9","Ed Davis","16:39","0","0","","0","0","","0","0","","0","8","8","0","0","0","2","1","0","-4"
"10","Pat Connaughton","12:56","0","1",".000","0","1",".000","0","0","","1","0","1","1","0","0","1","3","0","-20"
"11","Zach Collins","12:17","2","5",".400","0","1",".000","2","2","1.000","2","2","4","0","0","1","0","4","6","-23"
"12","Meyers Leonard","7:55","4","4","1.000","0","0","","0","0","","0","4","4","0","0","0","0","0","8","+11"
"13","Jake Layman","7:55","3","3","1.000","0","0","","0","0","","0","1","1","1","2","0","0","0","6","+11"
"14","Caleb Swanigan","7:55","0","2",".000","0","1",".000","3","4",".750","0","2","2","1","0","0","1","1","3","+11"
"15","Wade Baldwin","7:55","0","1",".000","0","0","","1","2",".500","0","1","1","2","1","1","1","0","1","+11"
"16","Team Totals","240","37","80",".463","9","31",".290","19","25",".760","11","33","44","19","10","3","24","19","102",""
