"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Jayson Tatum","40:45","7","15",".467","3","7",".429","7","8",".875","0","7","7","4","4","2","2","3","24","+19"
"3","Al Horford","34:59","4","9",".444","1","2",".500","6","6","1.000","3","9","12","1","1","0","2","2","15","+22"
"4","Jaylen Brown","34:34","4","15",".267","2","8",".250","7","8",".875","1","2","3","2","0","1","2","4","17","+6"
"5","Terry Rozier","34:16","3","15",".200","1","7",".143","1","1","1.000","0","6","6","6","3","0","1","3","8","+4"
"6","Aron Baynes","29:20","3","7",".429","0","1",".000","0","0","","2","5","7","0","0","3","0","3","6","+2"
"8","Marcus Morris","37:28","5","13",".385","3","6",".500","0","0","","1","5","6","0","1","0","1","3","13","+14"
"9","Marcus Smart","23:26","5","9",".556","3","6",".500","0","0","","0","4","4","4","1","0","0","0","13","+10"
"10","Guerschon Yabusele","2:36","0","2",".000","0","2",".000","0","0","","0","0","0","1","0","0","0","1","0","-6"
"11","Abdel Nader","2:36","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-6"
"12","Semi Ojeleye","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"14","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240","31","85",".365","13","39",".333","21","23",".913","7","38","45","18","10","6","8","19","96",""
