"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Khris Middleton","47:25","12","20",".600","5","7",".714","2","2","1.000","1","7","8","6","2","1","3","5","31","+11"
"3","Giannis Antetokounmpo","44:58","11","21",".524","0","1",".000","13","16",".813","2","11","13","7","3","0","4","6","35","-5"
"4","John Henson","37:10","3","6",".500","0","0","","1","2",".500","1","5","6","1","0","6","3","3","7","-5"
"5","Tony Snell","32:58","1","4",".250","0","3",".000","0","0","","0","3","3","0","0","1","1","3","2","-17"
"6","Eric Bledsoe","32:46","4","12",".333","0","2",".000","1","2",".500","0","4","4","4","0","0","5","6","9","+7"
"8","Malcolm Brogdon","32:26","6","13",".462","2","6",".333","2","2","1.000","1","3","4","3","1","0","2","4","16","-5"
"9","Jason Terry","18:12","1","1","1.000","1","1","1.000","0","0","","0","0","0","0","1","0","1","2","3","0"
"10","Jabari Parker","14:35","1","5",".200","0","1",".000","0","0","","0","4","4","1","0","0","1","1","2","-14"
"11","Tyler Zeller","4:28","1","1","1.000","0","0","","0","0","","0","0","0","0","1","0","0","1","2","-1"
"12","Sterling Brown","0:02","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-1"
"13","Thon Maker","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Shabazz Muhammad","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Matthew Dellavedova","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","265","40","83",".482","8","21",".381","19","24",".792","5","37","42","22","8","8","20","31","107",""
