"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LeBron James","39:16",".547",".523",".273",".182","0.0","28.4","14.6","34.8","1.3","0.0","20.2","37.4","89","102"
"3","Kevin Love","30:39",".538",".538",".538",".000","0.0","25.5","13.1","14.5","3.4","3.4","13.3","24.1","90","95"
"4","George Hill","30:10",".458",".200",".000","1.200","0.0","3.7","1.9","10.8","0.0","3.5","20.7","15.8","83","109"
"5","Tristan Thompson","26:10",".129",".000",".333",".667","4.5","21.3","13.1","5.9","0.0","0.0","0.0","7.3","55","107"
"6","J.R. Smith","26:05",".167",".167",".667",".000","0.0","0.0","0.0","6.3","0.0","0.0","14.3","13.2","36","113"
"8","Jeff Green","25:44",".820",".875",".500",".500","0.0","21.7","11.1","0.0","0.0","0.0","29.1","13.2","101","107"
"9","Kyle Korver","18:37",".543",".500",".833",".167","0.0","0.0","0.0","10.0","0.0","0.0","0.0","17.1","109","113"
"10","Larry Nance","16:49",".532","1.000",".000","2.000","13.9","26.6","20.4","20.3","0.0","24.8","51.5","11.4","87","87"
"11","Jordan Clarkson","15:14",".400",".400",".700",".000","0.0","14.7","7.5","0.0","0.0","0.0","0.0","32.4","74","109"
"12","Cedi Osman","3:11","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","113"
"13","Rodney Hood","2:53",".833",".833",".667",".000","0.0","0.0","0.0","-725.4","0.0","0.0","0.0","51.3","173","113"
"14","Jose Calderon","2:36","","","","","0.0","85.9","44.0","100.0","0.0","0.0","","0.0","229","89"
"15","Ante Zizic","2:36",".798","1.000",".000","2.000","0.0","0.0","0.0","0.0","0.0","40.1","0.0","35.6","154","84"
"16","Team Totals","240",".504",".480",".459",".257","7.3","83.7","46.4","54.8","3.2","15.2","15.4","100.0","89.2","103.2"
