"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Terry Rozier","31:11",".489",".357",".714",".714","0.0","8.8","3.8","47.9","3.5","0.0","35.2","20.2","91","127"
"3","Aron Baynes","29:53","1.333","1.333",".667",".000","10.3","22.9","15.7","5.9","0.0","0.0","0.0","4.4","251","133"
"4","Jaylen Brown","29:05",".557",".500",".333",".222","3.5","14.1","8.1","6.5","0.0","0.0","0.0","15.1","133","135"
"5","Jayson Tatum","27:27",".530",".500",".273",".455","3.7","20.0","10.7","0.0","0.0","3.8","0.0","21.3","121","131"
"6","Al Horford","24:29",".595",".577",".154",".077","4.2","11.2","7.2","10.7","0.0","0.0","13.0","27.9","111","135"
"8","Marcus Morris","24:38",".394",".313",".125",".250","0.0","27.8","11.9","0.0","0.0","0.0","31.1","23.2","59","132"
"9","Greg Monroe","23:10",".457",".333",".000",".833","30.9","29.6","30.3","17.5","0.0","0.0","23.4","40.9","92","133"
"10","Shane Larkin","18:39",".200",".200",".600",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.9","52","136"
"11","Semi Ojeleye","12:51",".375",".375",".750",".000","7.9","10.7","9.1","0.0","0.0","0.0","0.0","13.8","101","135"
"12","Abdel Nader","12:00",".333",".333",".333",".000","8.5","11.4","9.8","33.3","4.6","0.0","0.0","22.2","101","124"
"13","Guerschon Yabusele","6:37",".452",".500",".000","1.500","30.9","0.0","17.7","29.3","0.0","0.0","0.0","22.2","123","137"
"14","Marcus Smart","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240",".498",".450",".300",".350","36.2","80.0","54.9","53.1","3.4","2.2","14.8","100.0","104.9","132.3"
