"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Goran Dragic","37:21",".482",".500",".158",".211","0.0","2.7","1.3","13.1","4.8","0.0","19.4","26.7","81","101"
"3","James Johnson","35:51",".528",".458",".333",".417","2.5","19.9","10.7","19.5","1.2","2.5","17.4","18.6","102","100"
"4","Josh Richardson","35:02",".421",".409",".273",".182","7.8","5.8","6.9","27.0","8.9","2.6","0.0","13.1","117","89"
"5","Hassan Whiteside","26:06",".630",".667",".000",".333","6.9","43.0","23.9","0.0","0.0","3.5","27.9","21.2","88","93"
"6","Tyler Johnson","12:54",".000",".000",".000",".000","0.0","0.0","0.0","9.1","0.0","0.0","0.0","3.0","50","112"
"8","Dwyane Wade","25:57",".507",".455",".000",".273","3.5","7.9","5.5","8.2","5.2","0.0","7.5","39.7","100","98"
"9","Wayne Ellington","21:27",".672",".643",".857",".143","4.2","4.8","4.5","6.5","2.1","0.0","21.2","17.0","109","106"
"10","Justise Winslow","20:09",".354",".389",".333",".222","9.0","20.3","14.3","21.1","2.2","0.0","16.8","22.8","77","99"
"11","Bam Adebayo","16:14",".258",".333",".000",".667","16.7","12.6","14.8","0.0","0.0","5.6","20.5","11.6","68","105"
"12","Kelly Olynyk","8:59",".000",".000",".000",".000","0.0","0.0","0.0","0.0","5.0","0.0","0.0","4.3","0","101"
"13","Luke Babbitt","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Rodney McGruder","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Udonis Haslem","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".486",".473",".202",".266","24.5","63.8","43.0","51.2","16.8","7.5","15.3","100.0","95.1","98.8"
