"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","LeBron James","39:16","11","22",".500","1","6",".167","3","4",".750","0","10","10","5","1","0","6","2","26","-11"
"3","Kevin Love","30:39","6","13",".462","2","7",".286","0","0","","0","7","7","2","2","1","2","2","14","-22"
"4","George Hill","30:10","1","5",".200","0","0","","5","6",".833","0","1","1","2","0","1","2","2","7","-21"
"5","Tristan Thompson","26:10","0","3",".000","0","1",".000","1","2",".500","1","5","6","1","0","0","0","2","1","-16"
"6","J.R. Smith","26:05","1","6",".167","0","4",".000","0","0","","0","0","0","1","0","0","1","5","2","-19"
"8","Jeff Green","25:44","3","4",".750","1","2",".500","1","2",".500","0","5","5","0","0","0","2","1","8","+4"
"9","Kyle Korver","18:37","2","6",".333","2","5",".400","1","1","1.000","0","0","0","1","0","0","0","2","7","0"
"10","Larry Nance","16:49","1","1","1.000","0","0","","0","2",".000","2","4","6","2","0","4","2","1","2","-2"
"11","Jordan Clarkson","15:14","3","10",".300","2","7",".286","0","0","","0","2","2","0","0","0","0","1","8","+2"
"12","Cedi Osman","3:11","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","+5"
"13","Rodney Hood","2:53","2","3",".667","1","2",".500","0","0","","0","0","0","1","0","0","0","0","5","+3"
"14","Ante Zizic","2:36","1","1","1.000","0","0","","1","2",".500","0","0","0","0","0","1","0","0","3","+6"
"15","Jose Calderon","2:36","0","0","","0","0","","0","0","","0","2","2","2","0","0","0","1","0","+6"
"16","Team Totals","240","31","74",".419","9","34",".265","12","19",".632","3","36","39","17","3","7","15","19","83",""
