"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LeBron James","36:07",".402",".313",".313",".375","0.0","25.1","10.6","49.1","0.0","4.9","27.3","32.8","71","115"
"3","Kevin Love","30:31",".511",".393",".286",".429","6.2","25.5","14.3","20.4","0.0","0.0","5.7","26.7","108","120"
"4","J.R. Smith","28:38",".222",".222",".333",".000","0.0","4.5","1.9","6.1","1.8","0.0","0.0","14.5","51","119"
"5","George Hill","28:18",".625",".625",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.5","120","123"
"6","Kyle Korver","23:27",".417",".417",".833",".000","4.0","22.1","11.6","0.0","2.2","3.8","0.0","11.8","90","112"
"8","Tristan Thompson","20:43",".667",".667",".000",".000","18.2","43.8","29.0","10.7","0.0","0.0","14.3","15.6","125","117"
"9","Jeff Green","19:45",".630",".333",".333","1.333","4.8","0.0","2.8","8.5","0.0","0.0","0.0","11.1","145","123"
"10","Rodney Hood","18:55",".442",".417",".167",".083","0.0","0.0","0.0","27.7","0.0","0.0","0.0","30.4","94","123"
"11","Jordan Clarkson","15:49",".437",".409",".182",".091","6.0","16.4","10.3","0.0","3.3","0.0","0.0","33.4","90","114"
"12","Cedi Osman","7:09",".000",".000",".333",".000","0.0","36.3","15.3","0.0","7.3","0.0","0.0","19.4","0","102"
"13","Jose Calderon","3:53",".500",".500",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.8","94","123"
"14","Larry Nance","3:53","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","123"
"15","Ante Zizic","2:52",".000","","","","0.0","90.5","38.1","54.0","0.0","0.0","0.0","14.2","39","111"
"16","Team Totals","240",".438",".384",".302",".233","17.6","83.8","45.5","58.1","4.4","5.6","8.7","100.0","90.4","117.6"
