"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LaMarcus Aldridge","37:22",".647",".524",".000",".571","12.2","32.1","20.8","18.5","0.0","0.0","7.1","33.9","133","127"
"3","Rudy Gay","36:30",".500",".500",".250",".000","9.4","8.2","8.9","14.6","4.2","2.8","14.3","17.2","102","118"
"4","Patty Mills","32:25",".591",".531",".563",".250","0.0","13.9","6.0","18.0","0.0","0.0","14.5","28.7","107","130"
"5","Danny Green","24:46",".000",".000","1.000",".000","0.0","12.1","5.2","5.5","2.1","4.1","0.0","5.4","18","122"
"6","Dejounte Murray","12:38",".500",".500",".000",".000","9.0","11.9","10.3","0.0","8.1","0.0","20.0","17.7","88","111"
"8","Davis Bertans","25:28",".285",".214",".857",".571","4.5","11.8","7.6","0.0","0.0","0.0","0.0","15.4","71","130"
"9","Manu Ginobili","22:50",".506",".444",".333",".222","0.0","13.1","5.7","23.7","4.5","0.0","0.0","19.4","116","119"
"10","Pau Gasol","15:30",".785",".600",".000","1.200","0.0","38.7","16.7","36.1","0.0","0.0","0.0","22.1","173","126"
"11","Bryn Forbes","13:34",".000",".000",".333",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.9","0","132"
"12","Kyle Anderson","9:59",".174",".000","1.000","1.000","0.0","15.0","6.5","0.0","10.2","0.0","0.0","12.9","41","105"
"13","Tony Parker","6:25",".333",".333",".333",".000","0.0","23.4","10.1","0.0","0.0","0.0","25.0","27.9","50","128"
"14","Derrick White","2:33","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","132"
"15","Brandon Paul","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".514",".435",".329",".353","21.4","81.3","47.3","45.7","10.6","4.3","8.4","100.0","107.4","123.3"
