"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Terry Rozier","37:46","8","14",".571","3","5",".600","4","4","1.000","0","3","3","8","1","1","0","2","23","+19"
"3","Al Horford","35:28","7","11",".636","1","1","1.000","1","2",".500","1","4","5","4","2","0","0","2","16","+14"
"4","Jaylen Brown","33:13","12","22",".545","5","12",".417","1","2",".500","2","3","5","1","0","0","1","2","30","+17"
"5","Jayson Tatum","29:47","2","9",".222","0","2",".000","0","0","","0","7","7","3","4","1","1","3","4","+11"
"6","Aron Baynes","23:50","3","6",".500","0","0","","0","0","","4","2","6","1","0","2","0","2","6","+4"
"8","Marcus Morris","30:16","6","11",".545","3","6",".500","3","7",".429","0","5","5","1","1","0","1","1","18","+19"
"9","Shane Larkin","20:31","5","8",".625","1","3",".333","0","0","","0","0","0","3","0","0","0","2","11","-8"
"10","Greg Monroe","16:31","5","7",".714","0","0","","2","3",".667","1","3","4","2","0","1","2","1","12","+1"
"11","Guerschon Yabusele","10:38","0","2",".000","0","2",".000","0","0","","1","2","3","1","2","0","0","1","0","-3"
"12","Abdel Nader","1:00","0","0","","0","0","","0","0","","0","0","0","0","0","1","0","0","0","-2"
"13","Semi Ojeleye","1:00","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-2"
"14","Team Totals","240","48","90",".533","13","31",".419","11","18",".611","9","29","38","24","10","6","5","16","120",""
