"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","DeMar DeRozan","33:03",".509",".455",".000",".364","3.6","20.0","10.5","5.1","0.0","0.0","13.6","21.0","95","140"
"3","Kyle Lowry","29:30",".357",".357",".571",".000","0.0","22.4","9.4","49.7","0.0","0.0","0.0","11.2","118","140"
"4","C.J. Miles","23:02",".509",".455",".182",".364","10.4","7.2","9.1","8.1","4.5","0.0","13.6","30.1","98","132"
"5","OG Anunoby","20:19",".333",".333",".333",".000","5.9","8.1","6.8","7.0","0.0","0.0","40.0","11.6","58","142"
"6","Serge Ibaka","18:26",".750",".750",".375",".000","6.5","0.0","3.8","0.0","0.0","4.5","27.3","28.0","98","138"
"8","Pascal Siakam","27:35",".846",".750",".000",".750","0.0","12.0","5.0","11.3","0.0","0.0","0.0","9.1","180","141"
"9","Fred VanVleet","20:30",".500",".500",".600",".000","0.0","16.1","6.8","7.5","0.0","0.0","16.7","13.8","88","141"
"10","Delon Wright","17:59",".635",".571",".143",".286","0.0","18.4","7.7","10.5","2.9","0.0","0.0","20.6","134","134"
"11","Jonas Valanciunas","15:43",".541",".500",".000",".429","22.9","21.1","22.1","41.8","0.0","15.8","5.7","52.8","113","126"
"12","Norman Powell","12:24",".425",".400",".200",".400","0.0","13.3","5.6","0.0","0.0","0.0","0.0","22.3","90","141"
"13","Jakob Poeltl","12:00",".000",".000",".000",".000","10.0","13.8","11.6","0.0","0.0","6.9","25.0","15.7","19","135"
"14","Lorenzo Brown","7:38",".266",".000",".000","2.000","0.0","65.1","27.3","0.0","0.0","0.0","0.0","11.6","62","136"
"15","Lucas Nogueira","1:51","","","","","0.0","0.0","0.0","0.0","0.0","0.0","100.0","25.4","0","142"
"16","Team Totals","240",".522",".481",".190",".291","22.5","79.3","46.4","52.8","3.2","8.6","12.7","100.0","100.4","138.1"
