"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Marcus Smart","39:29",".625",".615",".769",".385","0.0","11.7","6.8","12.3","2.6","2.1","16.5","21.8","104","109"
"3","Terry Rozier","38:04",".597",".533",".600",".267","0.0","17.0","9.8","38.6","1.4","2.1","0.0","20.8","137","109"
"4","Al Horford","37:07",".630",".556",".222",".333","10.2","22.4","17.2","21.2","1.4","0.0","8.8","14.4","140","108"
"5","Jayson Tatum","33:20",".631",".571",".286",".429","0.0","5.5","3.2","10.7","1.6","2.4","10.7","26.4","113","114"
"6","Aron Baynes","21:11",".417",".417",".500",".000","6.0","13.1","10.1","0.0","0.0","0.0","14.3","15.6","77","116"
"8","Marcus Morris","28:23",".564",".500",".375",".500","4.5","16.3","11.3","15.9","0.0","0.0","0.0","16.3","129","114"
"9","Jaylen Brown","24:41",".505",".500",".417",".167","0.0","15.0","8.6","7.1","2.1","0.0","7.2","26.6","92","110"
"10","Shane Larkin","9:56","1.000","1.000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","50.0","9.5","76","122"
"11","Greg Monroe","6:15",".500",".500",".000",".000","0.0","14.8","8.5","0.0","8.3","0.0","0.0","30.2","92","95"
"12","Semi Ojeleye","1:34","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","122"
"13","Abdel Nader","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Guerschon Yabusele","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240",".583",".543",".439",".293","13.2","69.2","45.6","62.2","7.5","5.1","8.9","100.0","116.3","110.9"
