"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Draymond Green","37:21",".484",".389",".444",".333","6.1","40.2","24.3","17.5","2.7","2.7","8.8","13.5","126","81"
"3","Klay Thompson","35:29",".464",".464",".214",".000","0.0","2.8","1.5","10.2","1.4","5.8","17.6","21.3","88","95"
"4","Kevin Durant","35:13",".602",".553",".421",".211","6.5","11.4","9.1","22.9","1.4","0.0","0.0","26.2","144","96"
"5","Stephen Curry","34:21",".707",".674",".522",".174","6.7","11.6","9.3","4.7","0.0","3.0","3.9","33.4","144","97"
"6","Andre Iguodala","26:33",".727",".667",".000",".333","4.3","7.5","6.0","13.3","5.7","3.8","0.0","11.5","167","84"
"8","Nick Young","18:00",".644",".500","1.000",".667","0.0","16.7","8.9","0.0","0.0","0.0","0.0","9.6","144","97"
"9","Shaun Livingston","15:49",".455",".444",".000",".222","14.5","12.6","13.5","8.5","3.2","0.0","9.2","30.6","102","91"
"10","Kevon Looney","15:46",".667",".667",".000",".000","14.5","19.0","16.9","0.0","0.0","13.0","0.0","8.5","160","87"
"11","Jordan Bell","10:09","","","","","0.0","29.6","15.8","0.0","5.0","0.0","100.0","4.4","0","81"
"12","Quinn Cook","5:11","1.239","1.250",".500",".250","0.0","0.0","0.0","0.0","19.6","0.0","18.4","46.7","163","57"
"13","JaVale McGee","3:04","1.000","1.000",".000",".000","0.0","32.6","17.4","0.0","0.0","0.0","0.0","29.0","200","92"
"14","Zaza Pachulia","3:04","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","103"
"15","David West","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".631",".592",".348",".196","26.2","79.2","54.4","41.7","11.6","14.9","7.4","100.0","133.2","89.9"
