"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Giannis Antetokounmpo","43:01","13","17",".765","0","1",".000","4","9",".444","1","8","9","8","1","1","3","3","30","-13"
"3","Khris Middleton","37:08","10","14",".714","4","6",".667","1","4",".250","0","4","4","1","0","0","3","5","25","-18"
"4","John Henson","37:02","6","7",".857","0","0","","0","0","","3","3","6","4","0","1","1","1","12","+5"
"5","Eric Bledsoe","33:57","5","13",".385","2","4",".500","0","0","","1","6","7","4","1","1","1","2","12","-3"
"6","Tony Snell","22:28","1","3",".333","0","1",".000","0","0","","0","2","2","0","0","1","0","2","2","-7"
"8","Malcolm Brogdon","18:35","5","7",".714","0","1",".000","0","0","","0","3","3","0","0","0","4","2","10","-17"
"9","Shabazz Muhammad","12:19","4","8",".500","1","1","1.000","2","4",".500","0","0","0","0","1","0","0","1","11","+6"
"10","Jabari Parker","10:06","0","2",".000","0","0","","0","0","","0","2","2","0","0","0","1","1","0","-15"
"11","Sterling Brown","8:47","2","4",".500","0","2",".000","0","0","","0","1","1","0","0","0","0","0","4","+4"
"12","Tyler Zeller","5:55","0","0","","0","0","","0","0","","1","1","2","0","0","0","1","1","0","-10"
"13","Jason Terry","5:08","0","0","","0","0","","0","0","","0","1","1","1","0","0","0","0","0","-3"
"14","Matthew Dellavedova","4:34","0","0","","0","0","","0","0","","0","0","0","1","0","0","1","1","0","-1"
"15","Thon Maker","1:00","0","2",".000","0","1",".000","0","0","","1","0","1","0","0","0","0","0","0","+2"
"16","Team Totals","240","46","77",".597","7","17",".412","7","17",".412","7","31","38","19","3","4","15","19","106",""
