"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","DeMar DeRozan","33:03","5","11",".455","0","0","","3","4",".750","1","4","5","1","0","0","2","4","13","-29"
"3","Kyle Lowry","29:30","2","7",".286","1","4",".250","0","0","","0","4","4","10","0","0","0","2","5","-23"
"4","C.J. Miles","23:02","5","11",".455","0","2",".000","3","4",".750","2","1","3","1","2","0","2","4","13","-15"
"5","OG Anunoby","20:19","1","3",".333","0","1",".000","0","0","","1","1","2","1","0","0","2","3","2","-23"
"6","Serge Ibaka","18:26","5","8",".625","2","3",".667","0","0","","1","0","1","0","0","1","3","2","12","-12"
"8","Pascal Siakam","27:35","3","4",".750","0","0","","3","3","1.000","0","2","2","2","0","0","0","2","9","-14"
"9","Fred VanVleet","20:30","2","5",".400","1","3",".333","0","0","","0","2","2","1","0","0","1","1","5","-14"
"10","Delon Wright","17:59","4","7",".571","0","1",".000","2","2","1.000","0","2","2","1","1","0","0","1","10","-10"
"11","Jonas Valanciunas","15:43","7","14",".500","0","0","","4","6",".667","3","2","5","2","0","3","1","2","18","-6"
"12","Norman Powell","12:24","2","5",".400","0","1",".000","1","2",".500","0","1","1","0","0","0","0","1","5","-7"
"13","Jakob Poeltl","12:00","0","3",".000","0","0","","0","0","","1","1","2","0","0","1","1","1","0","-7"
"14","Lorenzo Brown","7:38","0","1",".000","0","0","","1","2",".500","0","3","3","0","0","0","0","0","1","-5"
"15","Lucas Nogueira","1:51","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","1","0","-10"
"16","Team Totals","240","36","79",".456","4","15",".267","17","23",".739","9","23","32","19","3","5","13","24","93",""
