"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Trevor Ariza","34:54","5","14",".357","3","10",".300","2","4",".500","0","5","5","1","1","0","0","2","15","+13"
"3","James Harden","30:46","2","18",".111","1","10",".100","7","8",".875","0","4","4","7","3","3","3","2","12","+1"
"4","Chris Paul","29:47","10","18",".556","3","5",".600","4","4","1.000","0","3","3","8","3","1","1","2","27","+21"
"5","Clint Capela","28:40","4","6",".667","0","0","","0","0","","4","12","16","1","0","1","1","2","8","+22"
"6","P.J. Tucker","22:53","2","6",".333","2","5",".400","0","1",".000","0","2","2","0","0","1","0","3","6","-1"
"8","Eric Gordon","28:52","3","13",".231","2","10",".200","1","2",".500","2","2","4","0","0","0","2","1","9","+15"
"9","Gerald Green","26:16","7","17",".412","5","12",".417","2","2","1.000","3","9","12","1","0","1","0","2","21","+27"
"10","Joe Johnson","16:12","1","3",".333","0","0","","0","0","","0","2","2","2","0","0","1","1","2","+6"
"11","Nene Hilario","11:58","0","0","","0","0","","0","0","","2","2","4","1","0","2","0","1","0","+5"
"12","Zhou Qi","3:14","1","1","1.000","0","0","","0","0","","0","1","1","0","0","0","0","0","2","-3"
"13","Chinanu Onuaku","3:14","0","0","","0","0","","0","0","","1","0","1","1","1","0","0","1","0","-3"
"14","Aaron Jackson","3:14","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-3"
"15","Tarik Black","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","35","96",".365","16","52",".308","16","21",".762","12","42","54","22","8","9","9","17","102",""
