"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Joe Ingles","41:47",".673",".636",".818",".182","0.0","10.7","5.1","12.6","0.0","0.0","14.4","14.7","119","116"
"3","Donovan Mitchell","39:58",".484",".432",".318",".182","0.0","14.0","6.7","16.2","3.7","1.8","4.0","27.4","102","105"
"4","Ricky Rubio","35:47",".336",".357",".357",".143","2.9","34.3","17.9","34.0","0.0","0.0","21.2","23.4","74","111"
"5","Rudy Gobert","30:19",".517",".375",".000",".750","20.2","14.7","17.6","5.6","1.6","4.7","22.0","19.9","104","106"
"6","Derrick Favors","23:38",".767",".667",".000","2.667","8.6","14.2","11.3","0.0","0.0","3.0","38.0","19.7","100","112"
"8","Jae Crowder","36:37",".650",".632",".737",".211","0.0","24.4","11.7","18.5","1.3","0.0","4.6","26.3","127","110"
"9","Royce O'Neale","20:15",".000",".000","1.000",".000","0.0","5.5","2.6","14.4","0.0","3.5","25.0","8.7","30","113"
"10","Jonas Jerebko","4:53","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","117"
"11","Ekpe Udoh","4:19","1.000","1.000",".000",".000","23.7","0.0","12.4","0.0","0.0","16.4","0.0","10.3","211","101"
"12","Dante Exum","2:27","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","118"
"13","Alec Burks","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Raul Neto","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".535",".488",".469",".321","21.3","83.7","51.1","57.6","5.1","8.8","14.8","100.0","101.9","110.1"
