"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","LeBron James","36:07","5","16",".313","0","5",".000","5","6",".833","0","7","7","9","0","2","7","1","15","-32"
"3","Kevin Love","30:31","5","14",".357","1","4",".250","6","6","1.000","2","6","8","3","0","0","1","3","17","-13"
"4","J.R. Smith","28:38","2","9",".222","0","3",".000","0","0","","0","1","1","1","1","0","0","1","4","-17"
"5","George Hill","28:18","2","4",".500","1","2",".500","0","0","","0","0","0","0","0","0","0","1","5","-15"
"6","Kyle Korver","23:27","2","6",".333","1","5",".200","0","0","","1","4","5","0","1","1","0","1","5","-10"
"8","Tristan Thompson","20:43","4","6",".667","0","0","","0","0","","4","7","11","1","0","0","1","0","8","-12"
"9","Jeff Green","19:45","1","3",".333","0","1",".000","4","4","1.000","1","0","1","1","0","0","0","1","6","-5"
"10","Rodney Hood","18:55","5","12",".417","0","2",".000","1","1","1.000","0","0","0","2","0","0","0","3","11","-8"
"11","Jordan Clarkson","15:49","4","11",".364","1","2",".500","1","1","1.000","1","2","3","0","1","0","0","0","10","-7"
"12","Cedi Osman","7:09","0","3",".000","0","1",".000","0","0","","0","2","2","0","1","0","0","0","0","+3"
"13","Jose Calderon","3:53","1","2",".500","0","1",".000","0","0","","0","0","0","0","0","0","0","0","2","-3"
"14","Larry Nance","3:53","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","1","0","-3"
"15","Ante Zizic","2:52","0","0","","0","0","","0","2",".000","0","2","2","1","0","0","0","0","0","-3"
"16","Team Totals","240","31","86",".360","4","26",".154","17","20",".850","9","31","40","18","4","3","9","12","83",""
