"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Rudy Gobert","32:11",".750",".750",".000",".000","6.9","25.5","16.0","11.5","0.0","6.0","11.1","12.6","139","111"
"3","Donovan Mitchell","30:54",".313",".313",".438",".000","0.0","3.8","1.8","16.2","0.0","0.0","15.8","27.7","60","118"
"4","Joe Ingles","30:28",".300",".300",".700",".000","0.0","19.2","9.4","4.9","0.0","0.0","33.3","22.2","42","117"
"5","Royce O'Neale","29:25",".850",".850",".500",".000","0.0","19.9","9.7","6.9","0.0","0.0","23.1","19.9","118","117"
"6","Derrick Favors","13:14",".250",".250",".250",".000","0.0","17.7","8.6","23.1","0.0","0.0","20.0","17.0","59","117"
"8","Jae Crowder","24:39",".405",".250",".500","1.000","0.0","23.7","11.6","17.7","0.0","0.0","0.0","15.8","99","117"
"9","Alec Burks","17:32",".612",".591",".364",".091","0.0","26.7","13.0","12.8","0.0","0.0","8.0","31.9","108","116"
"10","Raul Neto","16:54",".694",".500",".250","1.000","0.0","20.8","10.1","38.7","5.7","0.0","14.8","18.0","137","104"
"11","Jonas Jerebko","14:33",".773",".667",".000",".667","0.0","16.1","7.9","0.0","3.3","0.0","0.0","12.0","157","110"
"12","Dante Exum","14:30",".429",".429",".000",".000","15.4","8.1","11.8","0.0","0.0","6.6","12.5","24.8","84","111"
"13","Ekpe Udoh","9:29",".000","","","","0.0","24.7","12.1","0.0","0.0","10.1","0.0","4.2","0","107"
"14","David Stockton","4:17",".333",".333",".333",".000","0.0","27.3","13.3","0.0","0.0","0.0","0.0","31.5","65","116"
"15","Tony Bradley","1:54",".500",".500",".000",".000","58.8","0.0","30.1","0.0","0.0","0.0","0.0","47.4","113","118"
"16","Team Totals","240",".508",".482",".345",".179","11.6","92.7","51.2","48.6","3.0","8.0","15.0","100.0","92.7","113.9"
