"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","DeMar DeRozan","37:02",".698",".674",".261",".348","3.3","12.1","7.9","19.3","0.0","0.0","7.0","32.0","136","122"
"3","Kyle Lowry","35:56",".497",".350",".800",".700","0.0","21.7","11.4","39.1","1.3","0.0","18.7","18.6","116","118"
"4","Serge Ibaka","31:22",".437",".409",".273",".091","3.9","28.5","16.8","7.9","0.0","7.2","0.0","15.2","107","113"
"5","Jonas Valanciunas","23:07",".771",".773",".182",".273","5.3","62.8","35.5","7.3","0.0","6.5","19.6","27.5","120","110"
"6","OG Anunoby","18:39",".865",".833",".667","1.667","13.2","6.0","9.4","0.0","2.5","4.0","0.0","11.6","187","113"
"8","Delon Wright","26:59",".511",".389",".444",".444","0.0","4.1","2.2","13.5","5.2","5.6","0.0","16.6","124","105"
"9","C.J. Miles","22:12","1.027","1.000",".857",".571","0.0","10.1","5.3","0.0","0.0","0.0","10.2","18.3","176","123"
"10","Jakob Poeltl","14:19","1.000","1.000",".000",".000","17.2","15.6","16.4","0.0","0.0","0.0","0.0","5.8","209","122"
"11","Pascal Siakam","11:12",".551",".600",".000",".200","22.0","10.0","15.7","13.3","0.0","0.0","26.9","27.6","96","122"
"12","Lorenzo Brown","6:34",".750",".750","1.000",".000","0.0","0.0","0.0","19.4","0.0","0.0","0.0","12.7","164","124"
"13","Lucas Nogueira","5:08",".000",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","66.7","24.3","0","123"
"14","Norman Powell","4:41",".000",".000",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.7","0","124"
"15","Fred VanVleet","2:49",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","50.0","29.5","0","124"
"16","Team Totals","240",".640",".592",".402",".379","23.1","90.7","58.5","53.3","4.9","12.5","12.1","100.0","127.0","116.3"
