"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","P.J. Tucker","36:28","1.113","1.167",".667",".222","3.6","17.2","11.1","15.3","1.3","0.0","9.2","12.7","197","106"
"3","Trevor Ariza","35:40",".883",".833",".333",".444","7.3","5.9","6.5","22.7","2.7","0.0","0.0","12.8","196","106"
"4","James Harden","33:45",".507",".438",".625",".250","0.0","30.9","17.1","13.3","1.4","0.0","13.1","38.6","100","103"
"5","Chris Paul","33:34",".522",".464",".357",".214","0.0","12.4","6.9","23.6","4.3","0.0","16.4","23.2","108","101"
"6","Clint Capela","30:47",".481",".667",".000","1.667","12.6","23.7","18.8","3.7","0.0","0.0","36.6","11.3","83","108"
"8","Eric Gordon","32:38",".785",".733",".600",".333","0.0","9.6","5.3","8.9","1.5","2.7","0.0","22.4","167","106"
"9","Gerald Green","14:59",".521",".500",".500","1.000","0.0","13.9","7.7","0.0","0.0","0.0","25.8","11.0","78","110"
"10","Luc Mbah a Moute","6:53",".200",".200",".200",".000","18.8","0.0","8.4","0.0","0.0","0.0","0.0","30.9","63","113"
"11","Aaron Jackson","3:49",".667",".667",".333",".000","68.0","0.0","30.3","0.0","0.0","0.0","25.0","44.6","113","113"
"12","Ryan Anderson","3:49","","","","","0.0","0.0","0.0","27.9","0.0","0.0","","0.0","236","113"
"13","Tarik Black","3:49",".500",".500",".000",".000","34.0","27.3","30.3","0.0","0.0","0.0","0.0","22.3","129","106"
"14","Joe Johnson","3:49",".000",".000",".500",".000","0.0","54.7","30.3","0.0","0.0","0.0","0.0","22.3","0","101"
"15","Nene Hilario","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".636",".602",".477",".307","27.0","80.4","56.6","51.1","8.1","1.8","11.5","100.0","127.9","105.8"
