"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","James Harden","40:55","15","26",".577","7","12",".583","7","9",".778","2","2","4","8","2","0","3","2","44","+5"
"3","Clint Capela","34:27","10","15",".667","0","0","","4","4","1.000","5","7","12","1","1","3","0","3","24","+7"
"4","Chris Paul","33:56","5","14",".357","1","6",".167","3","4",".750","0","3","3","4","2","0","6","3","14","-4"
"5","Trevor Ariza","32:42","1","6",".167","0","4",".000","1","4",".250","1","4","5","0","2","0","1","1","3","+8"
"6","P.J. Tucker","30:46","1","5",".200","1","5",".200","0","0","","0","0","0","0","0","2","1","3","3","+7"
"8","Eric Gordon","29:45","3","10",".300","1","7",".143","0","0","","0","1","1","2","1","1","0","0","7","+5"
"9","Gerald Green","19:44","2","5",".400","0","3",".000","0","0","","0","7","7","0","0","0","0","3","4","-7"
"10","Nene Hilario","11:03","2","2","1.000","0","0","","1","2",".500","0","3","3","0","0","1","0","4","5","-1"
"11","Joe Johnson","6:42","0","0","","0","0","","0","0","","0","2","2","0","0","1","0","0","0","-5"
"12","Tarik Black","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Chinanu Onuaku","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Zhou Qi","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240","39","83",".470","10","37",".270","16","23",".696","8","29","37","15","8","8","11","19","104",""
