"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jayson Tatum","39:01",".521",".441",".235",".294","0.0","21.1","10.0","16.9","0.0","2.6","5.0","23.2","118","107"
"3","Terry Rozier","36:03",".751",".781",".500",".188","6.8","15.2","10.8","37.8","1.4","2.8","10.4","24.0","146","104"
"4","Al Horford","32:59",".727",".765",".059",".118","7.5","24.9","15.7","16.7","1.6","3.1","18.3","29.7","116","103"
"5","Semi Ojeleye","29:20",".625",".625",".750",".000","0.0","23.4","11.1","0.0","0.0","0.0","20.0","7.6","94","109"
"6","Jaylen Brown","16:01",".170",".200",".600",".400","0.0","8.6","4.0","7.1","3.2","0.0","14.5","19.2","41","103"
"8","Marcus Smart","31:55",".336",".286",".429",".143","7.7","8.6","8.1","21.5","4.8","3.2","28.7","14.6","88","97"
"9","Marcus Morris","23:54",".536",".563",".250",".375","0.0","23.0","10.9","0.0","2.2","0.0","0.0","17.5","110","104"
"10","Aron Baynes","15:01",".800",".800",".000",".000","41.0","18.3","30.2","19.8","3.4","0.0","28.6","20.9","135","102"
"11","Shane Larkin","14:23",".633",".500",".400",".600","0.0","9.5","4.5","17.4","3.6","0.0","0.0","19.7","149","102"
"12","Guerschon Yabusele","0:42","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","112"
"13","Abdel Nader","0:42","1.136","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","56.3","250","112"
"14","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240",".601",".589",".310",".250","28.2","88.6","56.8","62.2","9.7","8.5","13.1","100.0","120.4","103.2"
