"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LeBron James","48:00",".607",".563",".333",".458","0.0","30.0","18.1","50.0","0.0","4.3","21.7","41.4","103","87"
"3","J.R. Smith","42:26",".588",".563","1.000",".625","0.0","9.0","5.5","0.0","1.3","2.5","8.9","14.2","102","95"
"4","Jeff Green","41:54",".603",".571",".643",".286","0.0","18.3","11.0","5.2","0.0","2.5","0.0","20.3","118","93"
"5","George Hill","38:02",".436",".333",".333",".333","0.0","5.0","3.0","9.2","1.5","0.0","22.5","12.6","77","97"
"6","Tristan Thompson","34:51",".940","1.000",".000",".750","4.2","22.0","14.9","5.6","0.0","0.0","0.0","8.2","195","93"
"8","Kyle Korver","17:36",".250",".250","1.000",".000","0.0","5.5","3.3","20.0","0.0","0.0","0.0","18.4","65","100"
"9","Jordan Clarkson","9:20",".000",".000",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.6","0","103"
"10","Larry Nance","7:51",".500",".500",".500",".000","18.5","12.2","14.7","0.0","0.0","0.0","33.3","20.6","81","96"
"11","Jose Calderon","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"12","Cedi Osman","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Ante Zizic","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Rodney Hood","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Kendrick Perkins","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".565",".523",".530",".379","6.1","78.0","49.4","50.0","2.4","8.7","13.5","100.0","102.3","92.9"
