"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Terry Rozier","39:45",".829",".813",".625",".125","0.0","8.8","4.8","32.6","2.7","0.0","5.6","22.5","157","123"
"3","Jayson Tatum","39:04",".577",".577",".231",".000","0.0","9.0","4.9","8.4","1.4","0.0","13.3","19.2","99","126"
"4","Al Horford","37:20",".307",".250",".250",".500","7.6","22.0","15.4","14.5","0.0","2.0","17.0","15.8","81","122"
"5","Jaylen Brown","33:58",".654",".667",".278",".333","4.2","6.9","5.7","6.3","0.0","0.0","0.0","30.4","128","130"
"6","Aron Baynes","18:56",".000",".000","1.000",".000","0.0","24.7","13.5","13.3","0.0","0.0","50.0","5.3","55","122"
"8","Marcus Smart","32:32",".635",".643",".571",".286","4.3","7.2","5.9","36.8","1.7","2.3","27.6","16.8","118","125"
"9","Marcus Morris","30:00",".425",".400",".300",".400","4.7","3.9","4.3","4.8","0.0","0.0","14.5","23.0","80","131"
"10","Greg Monroe","5:32","1.000","1.000",".000",".000","0.0","42.3","23.1","0.0","9.9","0.0","66.7","27.2","43","93"
"11","Semi Ojeleye","0:58",".568","","","","0.0","100.0","66.2","0.0","0.0","0.0","0.0","45.6","124","83"
"12","Guerschon Yabusele","0:58","","","","","0.0","100.0","66.2","0.0","0.0","0.0","","0.0","0","83"
"13","Abdel Nader","0:58","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","133"
"14","Shane Larkin","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240",".598",".595",".378",".270","14.7","63.4","41.3","65.8","5.7","3.1","13.6","100.0","112.4","123.8"
