"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jaylen Brown","41:26",".660",".646",".333",".167","4.6","24.0","11.7","5.5","3.9","0.0","3.7","29.2","133","113"
"3","Al Horford","36:39",".637",".500",".125",".625","10.5","22.6","14.9","17.0","0.0","5.2","16.4","15.1","132","116"
"4","Jayson Tatum","35:57",".563",".500",".313",".375","5.3","4.6","5.1","15.0","3.0","0.0","5.1","24.7","124","116"
"5","Terry Rozier","35:51",".388",".333",".833",".167","0.0","23.1","8.5","33.5","1.5","2.7","7.2","17.5","105","116"
"6","Aron Baynes","19:13",".654",".667",".167",".333","25.0","51.7","34.8","19.2","0.0","0.0","12.7","18.6","138","120"
"8","Marcus Morris","26:19",".391",".321",".071",".429","7.3","12.6","9.2","0.0","0.0","0.0","5.7","30.4","89","122"
"9","Semi Ojeleye","17:05",".250",".250",".500",".000","0.0","9.7","3.6","0.0","0.0","0.0","0.0","10.6","59","123"
"10","Shane Larkin","16:32",".000",".000",".000",".000","0.0","0.0","0.0","32.3","0.0","0.0","0.0","2.7","129","123"
"11","Guerschon Yabusele","5:50",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","7.8","0","121"
"12","Greg Monroe","5:08",".000",".000",".000",".000","18.7","32.2","23.7","0.0","0.0","0.0","50.0","17.6","31","122"
"13","Abdel Nader","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Marcus Smart","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240",".520",".471",".333",".287","32.0","93.1","54.4","61.1","6.8","6.0","7.5","100.0","115.5","117.8"
