"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Jayson Tatum","37:00","6","11",".545","2","5",".400","2","2","1.000","1","5","6","3","2","0","2","3","16","+27"
"3","Terry Rozier","34:23","4","10",".400","0","3",".000","0","0","","0","6","6","8","0","0","1","0","8","+14"
"4","Marcus Morris","34:03","7","12",".583","3","4",".750","4","5",".800","1","9","10","0","0","0","1","3","21","+25"
"5","Jaylen Brown","28:02","9","16",".563","3","5",".600","2","2","1.000","1","7","8","1","1","1","2","2","23","+14"
"6","Al Horford","27:24","8","10",".800","2","4",".500","2","3",".667","2","2","4","6","0","2","0","1","20","+17"
"8","Aron Baynes","25:03","2","5",".400","0","0","","0","0","","0","8","8","2","2","1","0","2","4","+17"
"9","Marcus Smart","24:51","4","12",".333","1","5",".200","0","0","","0","3","3","6","1","0","2","2","9","+16"
"10","Semi Ojeleye","15:29","1","4",".250","0","3",".000","1","1","1.000","0","1","1","0","0","0","0","2","3","-2"
"11","Abdel Nader","4:35","1","3",".333","0","1",".000","0","0","","0","0","0","0","0","0","1","1","2","-1"
"12","Greg Monroe","4:35","1","1","1.000","0","0","","0","0","","1","1","2","1","0","0","0","1","2","-1"
"13","Guerschon Yabusele","4:35","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-1"
"14","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240","43","84",".512","11","30",".367","11","13",".846","6","42","48","27","6","4","9","17","108",""
