"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Al Horford","41:49",".508",".423",".231",".308","0.0","21.7","9.6","3.9","1.2","2.0","0.0","15.8","108","113"
"3","Jaylen Brown","39:43",".514",".478",".261",".130","2.6","16.3","8.6","10.5","2.5","0.0","0.0","27.4","109","112"
"4","Terry Rozier","39:16",".490",".500",".600",".200","0.0","19.8","8.7","48.6","3.7","0.0","0.0","18.6","120","109"
"5","Jayson Tatum","38:20",".515",".385",".077",".615","2.7","3.4","3.0","4.4","0.0","0.0","10.8","21.6","100","120"
"6","Marcus Morris","24:25",".563",".563",".250",".250","8.4","5.3","7.0","7.2","2.0","0.0","18.4","20.0","98","115"
"8","Marcus Smart","30:35",".410",".313",".625",".500","0.0","21.2","9.3","24.6","3.2","2.7","33.9","21.6","68","108"
"9","Aron Baynes","16:25",".709",".667",".000","2.000","31.1","15.8","24.4","0.0","0.0","5.0","0.0","15.4","167","114"
"10","Semi Ojeleye","9:27",".750",".750","1.000",".000","0.0","13.7","6.0","0.0","0.0","0.0","0.0","9.5","139","117"
"11","Guerschon Yabusele","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"12","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"13","Abdel Nader","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240",".519",".465",".329",".353","19.1","75.7","44.0","60.0","9.2","5.2","8.4","100.0","104.1","113.3"
