"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","LeBron James","43:56","7","17",".412","0","4",".000","10","14",".714","3","7","10","12","1","1","3","2","24","-13"
"3","Kevin Love","34:06","3","8",".375","3","6",".500","0","1",".000","3","14","17","2","1","1","2","3","9","-7"
"4","Jeff Green","26:31","0","7",".000","0","3",".000","0","0","","0","4","4","1","0","1","1","2","0","-16"
"5","Rodney Hood","20:34","4","8",".500","1","4",".250","0","2",".000","0","2","2","1","1","0","1","2","9","-6"
"6","George Hill","18:42","3","7",".429","1","3",".333","0","0","","2","1","3","1","1","0","2","2","7","-13"
"8","Larry Nance","29:38","5","7",".714","0","0","","0","1",".000","1","4","5","1","2","1","3","4","10","-13"
"9","J.R. Smith","28:56","6","11",".545","3","6",".500","0","0","","0","2","2","1","0","0","2","3","15","-8"
"10","Jordan Clarkson","20:36","2","6",".333","0","3",".000","2","2","1.000","0","1","1","1","1","0","0","2","6","-1"
"11","Jose Calderon","9:26","0","3",".000","0","3",".000","0","0","","0","0","0","1","0","0","1","2","0","-1"
"12","Kyle Korver","3:38","0","3",".000","0","2",".000","0","0","","0","0","0","0","0","0","1","0","0","-10"
"13","Tristan Thompson","1:59","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","-1"
"14","Cedi Osman","1:59","0","1",".000","0","0","","0","0","","0","1","1","0","0","0","0","1","0","-1"
"15","Ante Zizic","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","30","78",".385","8","34",".235","12","20",".600","9","37","46","21","7","4","16","23","80",""
