"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Donovan Mitchell","38:40",".459",".432",".318",".091","3.0","6.4","4.7","23.1","0.0","0.0","14.9","32.2","88","124"
"3","Rudy Gobert","35:19",".828","1.000",".000","1.500","13.3","17.4","15.3","4.2","1.4","0.0","23.1","11.3","136","117"
"4","Joe Ingles","32:13",".588",".591",".273",".364","3.6","19.1","11.2","25.6","1.5","3.0","23.9","24.1","99","115"
"5","Royce O'Neale","28:33",".400",".400",".400",".000","0.0","12.9","6.3","19.4","7.0","0.0","28.6","11.4","79","105"
"6","Derrick Favors","25:35",".425",".400",".000",".400","0.0","9.6","4.7","0.0","3.9","7.5","14.5","12.5","72","108"
"8","Jae Crowder","32:39",".781",".808",".538",".077","0.0","18.8","9.2","5.6","3.1","0.0","13.0","21.9","123","113"
"9","Alec Burks","17:17",".291",".222",".222",".333","0.0","42.7","20.8","25.7","2.9","0.0","0.0","27.6","76","108"
"10","Dante Exum","15:08",".666",".600",".200",".800","0.0","8.1","4.0","11.1","0.0","0.0","30.7","29.9","92","123"
"11","Raul Neto","7:44","1.000","1.000",".000",".000","0.0","15.9","7.8","0.0","0.0","0.0","0.0","12.0","200","121"
"12","Jonas Jerebko","5:54","","","","","0.0","20.9","10.2","0.0","0.0","0.0","","0.0","0","120"
"13","Ekpe Udoh","0:58","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","125"
"14","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Tony Bradley","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".560",".546",".289",".289","14.6","79.5","46.3","52.6","11.4","6.0","17.4","100.0","99.7","114.2"
