"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","P.J. Tucker","36:28","8","9",".889","5","6",".833","1","2",".500","1","6","7","4","1","0","1","4","22","+22"
"3","Trevor Ariza","35:40","7","9",".778","1","3",".333","4","4","1.000","2","2","4","6","2","0","0","3","19","+26"
"4","James Harden","33:45","9","24",".375","3","15",".200","6","6","1.000","0","10","10","3","1","0","4","3","27","+22"
"5","Chris Paul","33:34","6","14",".429","1","5",".200","3","3","1.000","0","4","4","6","3","0","3","5","16","+13"
"6","Clint Capela","30:47","2","3",".667","0","0","","1","5",".200","3","7","10","1","0","0","3","3","5","+12"
"8","Eric Gordon","32:38","8","15",".533","6","9",".667","5","5","1.000","0","3","3","2","1","1","0","0","27","+29"
"9","Gerald Green","14:59","1","2",".500","0","1",".000","1","2",".500","0","2","2","0","0","0","1","2","3","+9"
"10","Luc Mbah a Moute","6:53","1","5",".200","0","1",".000","0","0","","1","0","1","0","0","0","0","0","2","-7"
"11","Aaron Jackson","3:49","2","3",".667","0","1",".000","0","0","","2","0","2","0","0","0","1","1","4","-4"
"12","Tarik Black","3:49","1","2",".500","0","0","","0","0","","1","1","2","0","0","0","0","2","2","-4"
"13","Ryan Anderson","3:49","0","0","","0","0","","0","0","","0","0","0","1","0","0","0","0","0","-4"
"14","Joe Johnson","3:49","0","2",".000","0","1",".000","0","0","","0","2","2","0","0","0","0","1","0","-4"
"15","Nene Hilario","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","45","88",".511","16","42",".381","21","27",".778","10","37","47","23","8","1","13","24","127",""
