"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Draymond Green","36:25",".564",".500",".500",".500","2.4","33.0","16.1","38.2","0.0","0.0","41.8","19.1","83","117"
"3","Klay Thompson","36:22",".537",".477",".409",".227","0.0","21.0","9.4","5.7","0.0","0.0","4.0","28.8","104","120"
"4","Kevin Durant","35:15",".533",".472",".333",".333","0.0","9.3","4.2","16.9","2.6","0.0","4.6","25.5","107","116"
"5","Stephen Curry","28:33",".458",".395",".474",".211","6.2","15.3","10.3","13.5","6.5","5.2","12.6","34.6","87","102"
"6","JaVale McGee","9:10",".500",".500",".000",".000","19.4","0.0","10.7","0.0","0.0","0.0","0.0","9.1","131","124"
"8","Andre Iguodala","27:41",".500",".500",".000",".000","3.2","3.9","3.5","5.5","3.3","0.0","0.0","6.0","115","116"
"9","Kevon Looney","22:03",".750",".750",".000",".000","4.0","19.8","11.1","0.0","2.1","0.0","0.0","7.5","151","115"
"10","Shaun Livingston","16:49",".200",".200",".000",".000","0.0","0.0","0.0","26.6","0.0","4.4","0.0","12.4","68","120"
"11","David West","7:46","","","","","0.0","0.0","0.0","17.7","0.0","0.0","","0.0","226","124"
"12","Jordan Bell","4:59",".266",".000",".000","2.000","0.0","0.0","0.0","55.0","9.3","14.8","0.0","15.7","94","91"
"13","Nick Young","4:59",".301",".000","1.000","1.500","0.0","43.8","19.7","0.0","0.0","0.0","0.0","27.7","68","115"
"14","Quinn Cook","4:59",".200",".200",".200",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.7","42","124"
"15","Zaza Pachulia","4:59",".521",".500",".000","1.000","53.5","43.8","49.1","0.0","9.3","0.0","0.0","24.0","137","94"
"16","Team Totals","240",".483",".429",".337",".283","18.5","77.3","44.9","62.9","10.6","6.2","10.4","100.0","96.5","114.8"
