"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Joe Ingles","41:55","4","11",".364","3","6",".500","1","2",".500","1","6","7","5","2","0","3","2","12","+16"
"3","Donovan Mitchell","40:14","14","26",".538","5","8",".625","5","5","1.000","1","3","4","2","1","0","5","5","38","-6"
"4","Rudy Gobert","38:57","5","9",".556","0","0","","2","3",".667","4","9","13","0","2","3","1","1","12","-1"
"5","Derrick Favors","38:45","6","9",".667","0","1",".000","1","7",".143","2","6","8","1","1","2","0","2","13","+18"
"6","Ricky Rubio","7:08","0","1",".000","0","1",".000","0","0","","0","1","1","3","0","0","0","0","0","-2"
"8","Jae Crowder","30:36","2","10",".200","1","5",".200","0","0","","1","1","2","2","0","0","1","4","5","-9"
"9","Royce O'Neale","18:36","2","4",".500","0","1",".000","1","3",".333","0","2","2","2","1","0","1","2","5","+5"
"10","Alec Burks","16:41","4","9",".444","1","3",".333","2","3",".667","0","1","1","1","1","0","1","1","11","+7"
"11","Jonas Jerebko","3:53","0","3",".000","0","1",".000","0","0","","2","0","2","0","1","0","0","0","0","+1"
"12","Dante Exum","3:16","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-4"
"13","Ekpe Udoh","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Raul Neto","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","37","82",".451","10","26",".385","12","23",".522","11","29","40","16","9","5","13","17","96",""
