"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jayson Tatum","39:39",".658",".531",".313",".750","0.0","8.6","4.5","7.7","0.0","2.1","15.8","29.6","113","109"
"3","Terry Rozier","34:53",".806",".806",".500",".000","7.1","19.7","13.6","31.9","2.9","2.4","10.0","26.6","144","100"
"4","Al Horford","32:59",".945",".917",".250",".333","0.0","24.3","12.6","22.0","0.0","0.0","12.7","22.2","162","105"
"5","Marcus Smart","32:09",".362",".333",".667",".083","7.7","3.6","5.5","36.8","1.6","0.0","7.4","19.4","107","108"
"6","Aron Baynes","29:16",".750",".750",".750",".000","4.2","19.5","12.1","4.3","0.0","2.9","20.0","7.9","122","105"
"8","Marcus Morris","27:52",".458",".458",".333",".000","0.0","20.5","10.6","5.3","0.0","3.0","0.0","20.0","92","105"
"9","Semi Ojeleye","21:37",".375",".375",".500",".000","0.0","5.3","2.7","0.0","2.3","0.0","0.0","8.6","73","107"
"10","Shane Larkin","18:07",".363",".250",".167",".333","0.0","18.9","9.8","27.6","0.0","0.0","0.0","17.6","104","107"
"11","Abdel Nader","1:44","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","113"
"12","Guerschon Yabusele","1:44",".000",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.8","0","111"
"13","Jaylen Brown","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"14","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240",".627",".582",".412",".224","12.8","73.8","44.4","65.9","4.2","7.0","9.7","100.0","121.8","105.1"
