"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Rudy Gobert","40:58","6","8",".750","0","0","","6","8",".750","5","7","12","2","1","1","1","3","18","+19"
"3","Ricky Rubio","36:59","9","18",".500","2","9",".222","6","7",".857","1","10","11","10","2","1","4","1","26","+22"
"4","Donovan Mitchell","34:58","9","20",".450","4","7",".571","0","0","","2","9","11","2","2","1","5","4","22","+15"
"5","Derrick Favors","33:51","4","5",".800","0","0","","3","6",".500","3","2","5","2","1","1","1","1","11","+26"
"6","Joe Ingles","32:07","7","15",".467","5","10",".500","2","2","1.000","1","2","3","4","1","0","1","4","21","+25"
"8","Jae Crowder","22:42","2","5",".400","0","3",".000","0","0","","0","1","1","0","2","0","1","2","4","-11"
"9","Royce O'Neale","15:49","2","3",".667","2","3",".667","1","4",".250","0","1","1","2","2","1","1","2","7","+2"
"10","Dante Exum","9:32","2","4",".500","0","1",".000","0","0","","0","2","2","2","0","0","3","1","4","-4"
"11","Jonas Jerebko","5:59","0","0","","0","0","","0","0","","1","1","2","0","1","0","1","1","0","-10"
"12","Ekpe Udoh","2:18","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","1","0","-4"
"13","Alec Burks","1:49","1","2",".500","0","1",".000","0","0","","0","0","0","0","0","0","0","0","2","-5"
"14","Raul Neto","1:29","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-5"
"15","David Stockton","1:29","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-5"
"16","Team Totals","240","42","80",".525","13","34",".382","18","27",".667","13","35","48","24","12","5","19","20","115",""
