"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Patty Mills","26:40",".500",".500",".400",".000","0.0","0.0","0.0","19.0","0.0","0.0","16.7","10.5","93","126"
"3","LaMarcus Aldridge","24:22",".509",".417",".000",".333","0.0","10.6","4.9","8.9","2.0","3.3","12.7","30.3","88","117"
"4","Dejounte Murray","22:44",".581",".500",".000",".333","0.0","28.5","13.0","24.7","2.2","3.6","22.5","18.3","98","112"
"5","Danny Green","21:36",".600",".600",".800",".000","0.0","12.0","5.5","0.0","0.0","3.8","16.7","13.0","87","121"
"6","Kyle Anderson","10:55",".000",".000",".000",".000","0.0","35.7","16.3","13.7","0.0","0.0","0.0","8.6","25","118"
"8","Bryn Forbes","24:38",".632",".563",".500",".875","4.4","10.5","7.2","8.1","0.0","0.0","0.0","21.1","130","124"
"9","Rudy Gay","21:57",".545",".500",".333",".333","9.9","23.6","16.2","20.8","4.6","0.0","6.8","31.5","107","111"
"10","Pau Gasol","19:50",".600",".600",".000",".000","0.0","13.1","6.0","39.1","0.0","0.0","28.6","16.5","97","124"
"11","Davis Bertans","18:19",".323",".000",".750","1.250","0.0","14.2","6.5","8.2","2.7","0.0","0.0","15.8","75","117"
"12","Manu Ginobili","16:42",".654",".667",".333",".333","0.0","23.3","10.6","12.3","9.0","0.0","30.4","27.7","83","102"
"13","Tony Parker","13:21",".125",".125",".125",".000","0.0","9.7","4.4","12.7","0.0","0.0","0.0","28.0","32","125"
"14","Derrick White","13:04",".583",".583",".333",".000","0.0","0.0","0.0","17.5","3.8","6.2","0.0","21.5","111","113"
"15","Joffrey Lauvergne","5:52","1.000","1.000",".000",".000","0.0","22.1","10.1","0.0","0.0","0.0","0.0","8.0","200","122"
"16","Team Totals","240",".508",".456",".275",".300","6.8","73.0","37.0","59.4","9.4","6.8","11.7","100.0","95.7","117.6"
