"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Terry Rozier","31:11","2","7",".286","1","5",".200","4","5",".800","0","2","2","9","2","0","5","1","9","-10"
"3","Aron Baynes","29:53","3","3","1.000","2","2","1.000","0","0","","3","5","8","1","0","0","0","2","8","-8"
"4","Jaylen Brown","29:05","4","9",".444","1","3",".333","2","2","1.000","1","3","4","1","0","0","0","2","11","-11"
"5","Jayson Tatum","27:27","5","11",".455","1","3",".333","3","5",".600","1","4","5","0","0","1","0","0","14","-17"
"6","Al Horford","24:29","7","13",".538","1","2",".500","1","1","1.000","1","2","3","1","0","0","2","2","16","-12"
"8","Marcus Morris","24:38","2","8",".250","1","1","1.000","2","2","1.000","0","5","5","0","0","0","4","3","7","-20"
"9","Greg Monroe","23:10","4","12",".333","0","0","","7","10",".700","7","5","12","2","0","0","5","0","15","-12"
"10","Shane Larkin","18:39","1","5",".200","0","3",".000","0","0","","0","0","0","0","0","0","0","3","2","-19"
"11","Semi Ojeleye","12:51","1","4",".250","1","3",".333","0","0","","1","1","2","0","0","0","0","1","3","-6"
"12","Abdel Nader","12:00","2","6",".333","0","2",".000","0","0","","1","1","2","2","1","0","0","1","4","-6"
"13","Guerschon Yabusele","6:37","1","2",".500","0","0","","1","3",".333","2","0","2","1","0","0","0","0","3","+1"
"14","Marcus Smart","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240","32","80",".400","8","24",".333","20","28",".714","17","28","45","17","3","1","16","15","92",""
