"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Draymond Green","39:21","2","4",".500","0","2",".000","1","2",".500","2","6","8","7","0","1","0","5","5","+19"
"3","Kevin Durant","38:10","10","14",".714","2","3",".667","4","4","1.000","0","9","9","7","0","2","3","3","26","+24"
"4","Stephen Curry","37:53","11","26",".423","9","17",".529","2","2","1.000","1","6","7","8","1","0","5","3","33","+19"
"5","Klay Thompson","33:42","8","13",".615","3","8",".375","1","2",".500","0","2","2","1","1","0","2","3","20","+11"
"6","JaVale McGee","17:48","6","6","1.000","0","0","","0","1",".000","1","1","2","0","0","1","0","4","12","0"
"8","Shaun Livingston","15:18","5","5","1.000","0","0","","0","0","","1","4","5","1","0","0","1","1","10","+8"
"9","Nick Young","14:11","0","5",".000","0","4",".000","0","0","","0","1","1","0","0","0","0","1","0","0"
"10","Kevon Looney","11:28","0","0","","0","0","","0","4",".000","0","1","1","1","0","0","0","0","0","+6"
"11","David West","10:56","1","1","1.000","1","1","1.000","0","0","","1","2","3","2","0","3","1","2","3","+10"
"12","Jordan Bell","10:52","2","3",".667","0","0","","1","2",".500","0","1","1","1","1","0","0","3","5","+4"
"13","Zaza Pachulia","3:27","1","2",".500","0","0","","4","4","1.000","1","1","2","0","0","1","0","0","6","-2"
"14","Quinn Cook","3:27","1","3",".333","0","1",".000","0","0","","0","0","0","0","0","0","0","0","2","-2"
"15","Patrick McCaw","3:27","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-2"
"16","Team Totals","240","47","82",".573","15","36",".417","13","21",".619","7","34","41","28","3","8","12","25","122",""
