"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Khris Middleton","32:58",".659",".676",".353",".059","0.0","24.8","14.2","33.5","1.7","2.6","5.4","28.4","136","99"
"3","Malcolm Brogdon","28:34",".313",".313",".500",".000","4.8","7.2","6.1","12.1","0.0","0.0","20.0","17.8","77","113"
"4","Giannis Antetokounmpo","27:21",".731",".731",".308",".000","0.0","18.7","10.7","34.0","4.0","6.3","13.3","27.8","135","96"
"5","Eric Bledsoe","26:59",".632",".615",".231",".077","5.1","11.4","8.7","23.1","0.0","3.2","6.9","27.2","131","110"
"6","Tyler Zeller","18:50","1.000","1.000",".000",".000","0.0","10.8","6.2","6.0","2.9","4.6","0.0","2.7","212","103"
"8","Jabari Parker","30:13",".618",".625",".333",".333","9.1","10.1","9.7","9.4","1.8","2.8","6.8","24.8","126","107"
"9","Thon Maker","24:19",".866",".900",".800","1.400","5.6","16.8","12.0","0.0","2.3","17.6","0.0","16.9","174","96"
"10","Tony Snell","22:21","1.000","1.000","1.000",".000","6.1","9.1","7.9","5.3","2.4","3.8","0.0","6.8","197","106"
"11","Matthew Dellavedova","16:05","1.250","1.250",".500",".000","0.0","6.3","3.6","30.6","0.0","0.0","33.3","9.5","174","114"
"12","Brandon Jennings","4:56",".347",".000","1.000","1.000","0.0","0.0","0.0","0.0","0.0","0.0","25.8","39.9","57","118"
"13","Shabazz Muhammad","3:42",".750",".750",".500",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.4","134","118"
"14","Sterling Brown","3:42","1.500","1.500","1.000",".000","37.1","0.0","15.8","0.0","14.8","0.0","0.0","13.7","260","84"
"15","Jason Terry","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".678",".671",".418",".190","20.0","63.8","45.1","62.2","9.1","21.4","9.5","100.0","132.3","104.9"
