"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","LeBron James","43:51",".605",".550",".200",".450","2.2","26.5","11.9","54.6","2.3","0.0","17.3","28.4","119","130"
"3","Kevin Love","34:54",".545",".472",".444",".278","11.0","25.0","16.6","5.0","2.9","3.0","4.7","26.2","121","126"
"4","George Hill","33:55",".582",".542",".500",".167","5.7","0.0","3.4","14.2","3.0","3.1","7.2","17.6","125","128"
"5","J.R. Smith","31:07",".265",".278",".444",".111","0.0","4.7","1.9","9.1","3.3","0.0","9.6","14.5","63","131"
"6","Tristan Thompson","23:19",".619",".625",".000",".250","12.4","12.5","12.4","0.0","0.0","0.0","0.0","16.4","136","136"
"8","Jeff Green","19:47",".381",".286",".286",".286","0.0","14.7","5.8","7.5","0.0","0.0","0.0","17.2","95","137"
"9","Kyle Korver","17:21",".145",".000",".333",".333","11.1","0.0","6.7","7.5","0.0","6.0","0.0","8.5","83","133"
"10","Larry Nance","12:22",".362",".000",".000","4.000","23.3","35.3","28.1","10.5","0.0","8.4","26.6","13.1","97","128"
"11","Jordan Clarkson","8:04",".250",".250",".000",".000","0.0","18.0","7.2","19.2","6.4","0.0","20.0","26.7","54","121"
"12","Cedi Osman","4:17",".500",".500",".500",".000","0.0","34.0","13.5","0.0","0.0","0.0","0.0","20.1","103","134"
"13","Rodney Hood","4:09",".500",".500",".500",".000","0.0","35.0","13.9","45.5","0.0","0.0","0.0","20.8","124","134"
"14","Jose Calderon","3:27",".667",".667",".000",".000","27.8","42.2","33.5","100.0","0.0","0.0","0.0","37.5","148","133"
"15","Ante Zizic","3:27","1.000","1.000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.5","200","133"
"16","Team Totals","240",".508",".461",".300",".289","32.0","78.8","50.6","67.6","9.6","8.7","9.0","100.0","110.3","130.7"
