"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Jayson Tatum","39:01","7","17",".412","1","4",".250","5","5","1.000","0","6","6","5","0","1","1","1","20","+24"
"3","Terry Rozier","36:03","10","16",".625","5","8",".625","1","3",".333","2","4","6","9","1","1","2","1","26","+3"
"4","Al Horford","32:59","13","17",".765","0","1",".000","0","2",".000","2","6","8","3","1","1","4","3","26","+9"
"5","Semi Ojeleye","29:20","2","4",".500","1","3",".333","0","0","","0","5","5","0","0","0","1","1","5","+10"
"6","Jaylen Brown","16:01","1","5",".200","0","3",".000","0","2",".000","0","1","1","1","1","0","1","2","2","-2"
"8","Marcus Smart","31:55","2","7",".286","0","3",".000","1","1","1.000","2","2","4","6","3","1","3","5","5","+8"
"9","Marcus Morris","23:54","4","8",".500","1","2",".500","1","3",".333","0","4","4","0","1","0","0","5","10","+6"
"10","Aron Baynes","15:01","4","5",".800","0","0","","0","0","","5","2","7","2","1","0","2","4","8","+7"
"11","Shane Larkin","14:23","2","5",".400","1","2",".500","3","3","1.000","0","1","1","2","1","0","0","1","8","+11"
"12","Abdel Nader","0:42","0","0","","0","0","","2","2","1.000","0","0","0","0","0","0","0","0","2","+2"
"13","Guerschon Yabusele","0:42","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","+2"
"14","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240","45","84",".536","9","26",".346","13","21",".619","11","31","42","28","9","4","14","23","112",""
