"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jayson Tatum","37:00",".673",".636",".455",".182","3.5","12.7","8.8","11.1","2.8","0.0","14.4","18.2","120","90"
"3","Terry Rozier","34:23",".400",".400",".300",".000","0.0","16.4","9.5","29.8","0.0","0.0","9.1","15.6","103","95"
"4","Marcus Morris","34:03",".739",".708",".333",".417","3.8","24.9","16.0","0.0","0.0","0.0","6.6","21.7","135","92"
"5","Jaylen Brown","28:02",".681",".656",".313",".125","4.6","23.5","15.6","6.2","1.9","2.9","10.6","32.7","117","86"
"6","Al Horford","27:24",".883",".900",".400",".300","9.5","6.9","8.0","36.3","0.0","5.8","0.0","20.1","184","93"
"8","Aron Baynes","25:03",".400",".400",".000",".000","0.0","30.1","17.4","9.8","4.2","3.2","0.0","9.7","98","79"
"9","Marcus Smart","24:51",".375",".375",".417",".000","0.0","11.4","6.6","32.9","2.1","0.0","14.3","27.4","85","92"
"10","Semi Ojeleye","15:29",".338",".250",".750",".250","0.0","6.1","3.5","0.0","0.0","0.0","0.0","13.9","72","98"
"11","Guerschon Yabusele","4:35","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","100"
"12","Greg Monroe","4:35","1.000","1.000",".000",".000","28.3","20.5","23.8","32.2","0.0","0.0","0.0","10.6","212","93"
"13","Abdel Nader","4:35",".333",".333",".333",".000","0.0","0.0","0.0","0.0","0.0","0.0","25.0","42.4","47","100"
"14","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240",".602",".577",".357",".155","16.2","82.4","54.5","62.8","6.5","6.7","9.1","100.0","117.6","90.4"
