"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Al Horford","37:27","5","13",".385","1","4",".250","4","5",".800","3","7","10","4","2","2","0","0","15","+14"
"3","Terry Rozier","35:54","7","16",".438","2","8",".250","2","2","1.000","0","6","6","2","0","0","1","3","18","+6"
"4","Jaylen Brown","35:10","9","18",".500","3","8",".375","2","4",".500","2","4","6","3","1","0","1","2","23","+10"
"5","Marcus Morris","34:03","5","14",".357","1","4",".250","1","1","1.000","1","4","5","3","0","0","1","5","12","+7"
"6","Jayson Tatum","31:32","5","12",".417","1","3",".333","0","0","","0","3","3","2","1","0","2","3","11","+1"
"8","Marcus Smart","30:58","3","9",".333","1","3",".333","4","4","1.000","3","2","5","9","4","0","0","3","11","+21"
"9","Aron Baynes","17:06","4","7",".571","1","1","1.000","0","0","","2","4","6","1","0","0","0","0","9","+2"
"10","Semi Ojeleye","9:18","0","0","","0","0","","2","2","1.000","0","4","4","0","0","0","0","1","2","+1"
"11","Greg Monroe","6:06","1","2",".500","0","0","","2","2","1.000","0","1","1","0","0","0","0","1","4","+1"
"12","Guerschon Yabusele","1:21","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","+2"
"13","Abdel Nader","1:05","1","1","1.000","0","0","","0","0","","0","0","0","0","0","0","0","0","2","0"
"14","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240","40","92",".435","10","31",".323","17","20",".850","11","35","46","24","8","2","5","18","107",""
