"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Terry Rozier","39:06",".431",".409",".545",".364","0.0","18.9","10.3","9.4","0.0","0.0","7.3","16.7","86","111"
"3","Jayson Tatum","35:34",".563",".500",".375",".250","3.1","7.8","5.7","25.0","0.0","2.0","14.5","27.6","105","115"
"4","Al Horford","34:35",".727",".667",".167",".333","6.5","21.4","14.6","16.4","1.5","6.1","36.8","14.9","104","103"
"5","Marcus Smart","30:31",".509",".458",".167",".333","3.7","12.1","8.3","20.4","3.4","4.6","17.9","26.0","93","104"
"6","Aron Baynes","19:18",".514",".429",".857",".571","0.0","23.9","13.1","0.0","0.0","3.7","0.0","21.5","105","107"
"8","Marcus Morris","34:07",".521",".500",".400",".200","3.3","10.8","7.4","6.2","0.0","4.1","5.8","24.0","101","112"
"9","Jaylen Brown","23:00",".581",".500",".833",".333","0.0","12.0","6.6","15.6","0.0","0.0","12.7","16.2","110","114"
"10","Semi Ojeleye","12:25","","","","","0.0","0.0","0.0","0.0","4.1","0.0","","0.0","0","111"
"11","Greg Monroe","7:15",".615",".500",".000",".500","15.4","12.7","13.9","0.0","0.0","9.7","45.0","29.0","75","108"
"12","Shane Larkin","1:45","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","120"
"13","Guerschon Yabusele","1:12","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","120"
"14","Abdel Nader","1:12",".000","","","","0.0","0.0","0.0","100.0","0.0","0.0","0.0","34.7","53","120"
"15","Team Totals","240",".532",".487",".427",".347","14.0","69.2","44.2","51.6","4.3","14.7","14.8","100.0","98.0","109.7"
