"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","James Johnson","36:34","1.082","1.143",".286",".429","3.1","15.1","9.7","21.3","4.0","2.2","26.5","13.5","153","99"
"3","Josh Richardson","33:08",".526",".458",".417",".250","0.0","13.9","7.6","13.3","0.0","7.2","0.0","17.5","122","106"
"4","Goran Dragic","25:29",".635",".607",".214",".286","0.0","14.5","7.9","22.7","0.0","0.0","6.0","28.6","127","109"
"5","Hassan Whiteside","15:10",".694",".500",".000","1.000","14.7","18.3","16.7","0.0","0.0","5.3","51.0","16.9","83","104"
"6","Tyler Johnson","14:06",".512",".375",".250",".500","7.9","19.6","14.3","18.6","0.0","0.0","0.0","15.1","136","107"
"8","Kelly Olynyk","33:22",".564",".438",".250",".500","6.7","8.3","7.6","24.2","2.9","2.4","29.1","18.0","104","104"
"9","Dwyane Wade","25:58",".717",".688",".063",".500","8.6","17.8","13.6","28.2","3.8","0.0","13.3","37.8","129","100"
"10","Justise Winslow","20:59",".200",".200",".400",".000","0.0","13.2","7.2","0.0","0.0","3.8","16.7","12.5","36","107"
"11","Wayne Ellington","20:27",".506",".450",".800",".200","0.0","4.5","2.5","7.1","2.4","0.0","0.0","23.2","113","108"
"12","Bam Adebayo","9:34",".000",".000",".250",".500","35.0","19.3","26.4","0.0","0.0","0.0","0.0","22.2","48","107"
"13","Rodney McGruder","5:13","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","115"
"14","Luke Babbitt","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Udonis Haslem","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".593",".543",".305",".366","25.6","67.3","48.4","57.5","8.1","11.7","13.6","100.0","114.9","104.7"
