"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Al Horford","37:27",".493",".423",".308",".385","8.0","20.9","14.1","15.3","2.8","5.2","0.0","18.4","122","95"
"3","Terry Rozier","35:54",".533",".500",".500",".125","0.0","18.7","8.8","8.7","0.0","0.0","5.6","22.6","106","105"
"4","Jaylen Brown","35:10",".582",".583",".444",".222","5.7","12.7","9.0","14.8","1.5","0.0","4.8","26.8","118","103"
"5","Marcus Morris","34:03",".416",".393",".286",".071","2.9","13.1","7.7","12.8","0.0","0.0","6.5","20.6","92","106"
"6","Jayson Tatum","31:32",".458",".458",".250",".000","0.0","10.6","5.0","9.4","1.6","0.0","14.3","20.1","83","103"
"8","Marcus Smart","30:58",".511",".389",".333",".444","9.7","7.2","8.5","39.5","6.7","0.0","0.0","15.8","142","93"
"9","Aron Baynes","17:06",".643",".643",".143",".000","11.7","26.1","18.5","9.8","0.0","0.0","0.0","18.6","140","104"
"10","Semi Ojeleye","9:18","1.136","","","","0.0","48.0","22.7","0.0","0.0","0.0","0.0","4.3","250","99"
"11","Greg Monroe","6:06",".694",".500",".000","1.000","0.0","18.3","8.6","0.0","0.0","0.0","0.0","21.4","149","104"
"12","Guerschon Yabusele","1:21","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","110"
"13","Abdel Nader","1:05","1.000","1.000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.9","200","110"
"14","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240",".531",".489",".337",".217","22.9","81.4","50.5","60.0","8.6","4.1","4.7","100.0","115.4","101.4"
