"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Giannis Antetokounmpo","41:34",".548",".441",".235",".412","6.6","20.7","14.0","21.5","1.2","2.0","16.6","28.7","103","117"
"3","Khris Middleton","41:14",".792",".750",".500",".278","0.0","6.0","3.1","15.7","0.0","2.0","9.0","26.7","139","123"
"4","Eric Bledsoe","34:01",".836",".792",".167",".333","0.0","14.5","7.6","12.7","1.5","0.0","22.5","25.9","122","119"
"5","Malcolm Brogdon","30:28",".125",".125",".250",".000","0.0","12.1","6.4","18.9","0.0","0.0","11.1","14.6","48","123"
"6","Thon Maker","25:11",".625",".625",".750",".000","5.4","24.4","15.5","24.4","0.0","0.0","0.0","7.9","151","120"
"8","Jabari Parker","29:06",".507",".500",".125",".250","0.0","25.4","13.4","11.6","3.5","0.0","10.1","16.8","96","112"
"9","Jason Terry","20:23",".375",".375","1.000",".000","6.7","0.0","3.2","7.2","0.0","0.0","0.0","9.7","97","126"
"10","Matthew Dellavedova","7:45",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","50.0","12.8","0","126"
"11","Tyler Zeller","4:04","","","","","0.0","0.0","0.0","0.0","0.0","0.0","","0.0","0","125"
"12","Tony Snell","3:23",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","50.0","29.3","0","126"
"13","Shabazz Muhammad","2:51",".000",".000",".000",".000","0.0","43.2","22.8","0.0","0.0","29.0","50.0","34.8","0","97"
"14","Brandon Jennings","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Sterling Brown","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".586",".534",".365",".243","11.4","71.8","43.2","60.0","4.3","5.2","15.5","100.0","103.2","120.4"
