"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Donovan Mitchell","42:37",".483",".400",".280",".360","0.0","13.3","6.6","9.5","1.2","0.0","12.1","33.0","93","101"
"3","Derrick Favors","37:04",".635",".643",".214",".286","20.3","20.3","20.3","15.8","1.3","0.0","6.0","19.3","138","98"
"4","Ricky Rubio","35:28",".590",".531",".500",".375","0.0","18.6","9.3","45.3","1.4","0.0","13.9","26.0","119","98"
"5","Joe Ingles","33:51",".250",".250",".667",".000","0.0","5.6","2.8","8.4","0.0","0.0","14.3","8.8","62","106"
"6","Rudy Gobert","33:17",".632",".600",".000","2.400","14.1","28.3","21.2","14.1","3.0","7.9","22.6","17.0","117","86"
"8","Jae Crowder","19:12",".129",".000","1.000",".667","0.0","4.9","2.5","14.3","7.7","0.0","20.5","10.8","45","88"
"9","Royce O'Neale","13:13",".500",".500",".667",".000","0.0","21.4","10.7","0.0","0.0","0.0","0.0","9.7","106","101"
"10","Jonas Jerebko","12:46",".556",".556",".222",".000","7.4","29.5","18.4","0.0","0.0","0.0","0.0","30.1","115","98"
"11","Dante Exum","12:32",".333",".333",".000",".000","7.5","0.0","3.8","12.3","3.9","0.0","25.0","13.6","74","99"
"12","Raul Neto","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Ekpe Udoh","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Alec Burks","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".518",".470",".345",".393","29.4","80.4","54.9","62.9","9.2","5.5","12.4","100.0","104.8","97.6"
