"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Jayson Tatum","31:12","6","10",".600","0","1",".000","6","8",".750","0","1","1","1","0","1","1","2","18","-11"
"3","Al Horford","29:59","2","4",".500","1","2",".500","2","2","1.000","0","7","7","4","0","0","1","2","7","-23"
"4","Terry Rozier","27:39","5","12",".417","1","4",".250","2","2","1.000","0","3","3","2","1","0","2","3","13","-20"
"5","Marcus Morris","25:42","2","8",".250","1","3",".333","4","4","1.000","1","4","5","0","0","0","1","3","9","-28"
"6","Jaylen Brown","20:45","3","8",".375","2","3",".667","2","2","1.000","0","2","2","1","0","1","3","5","10","-21"
"8","Marcus Smart","26:22","2","9",".222","0","4",".000","3","4",".750","0","0","0","6","2","0","3","2","7","-19"
"9","Aron Baynes","23:40","3","7",".429","1","1","1.000","0","0","","4","2","6","1","0","2","1","3","7","-12"
"10","Semi Ojeleye","20:23","1","5",".200","0","2",".000","0","0","","0","0","0","1","1","0","0","1","2","-7"
"11","Greg Monroe","16:21","4","5",".800","0","0","","2","4",".500","1","4","5","0","0","0","2","2","10","-7"
"12","Guerschon Yabusele","11:08","0","1",".000","0","1",".000","1","2",".500","0","4","4","0","0","0","0","2","1","-1"
"13","Abdel Nader","6:49","1","5",".200","0","1",".000","0","0","","0","1","1","0","0","0","1","0","2","-1"
"14","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"15","Team Totals","240","29","74",".392","6","22",".273","22","28",".786","6","28","34","16","4","4","15","25","86",""
