"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Stephen Curry","38:44",".624",".574",".556",".222","6.7","9.7","8.4","20.5","4.3","6.2","6.3","38.8","128","94"
"3","Draymond Green","38:37",".563",".563",".625",".000","3.4","4.9","4.2","32.9","1.4","6.2","11.1","11.1","138","103"
"4","Kevin Durant","37:38",".509",".412",".176",".353","3.4","27.5","17.4","42.4","1.5","6.4","9.2","27.3","122","89"
"5","Klay Thompson","28:29",".500",".500",".500",".000","0.0","19.8","11.5","0.0","0.0","0.0","16.7","20.0","81","100"
"6","JaVale McGee","16:28",".750",".750",".000",".000","7.9","11.4","9.9","0.0","0.0","4.9","0.0","11.5","156","103"
"8","Andre Iguodala","22:41",".688",".688",".750",".000","5.7","4.1","4.8","0.0","4.9","7.1","0.0","16.8","140","95"
"9","Jordan Bell","18:24",".667",".667",".000",".000","14.1","10.2","11.9","7.7","0.0","4.3","0.0","7.7","164","104"
"10","Shaun Livingston","14:04",".532",".000",".000","2.000","0.0","26.8","15.5","0.0","0.0","0.0","0.0","6.3","128","95"
"11","Nick Young","8:58",".375",".375","1.000",".000","0.0","10.5","6.1","0.0","0.0","0.0","0.0","21.2","82","105"
"12","David West","7:36","1.000","1.000",".000",".000","0.0","0.0","0.0","19.3","0.0","0.0","0.0","6.3","210","111"
"13","Kevon Looney","2:47",".500",".500",".000",".000","46.6","0.0","19.6","0.0","0.0","0.0","0.0","34.1","124","112"
"14","Patrick McCaw","2:47","","","","","46.6","0.0","19.6","0.0","0.0","0.0","","0.0","238","112"
"15","Zaza Pachulia","2:47",".532",".000",".000","2.000","0.0","33.8","19.6","0.0","0.0","0.0","34.7","49.2","76","91"
"16","Team Totals","240",".580",".535",".442",".186","27.0","66.7","50.0","64.1","8.0","21.7","7.9","100.0","123.8","97.4"
