"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Jayson Tatum","42:09",".640",".588",".353",".235","0.0","24.2","9.6","6.1","1.3","0.0","17.6","26.4","102","102"
"3","Al Horford","40:11",".638",".583",".083",".250","0.0","14.5","5.8","17.4","1.4","0.0","0.0","16.2","135","103"
"4","Jaylen Brown","38:56",".361",".361",".667",".000","2.5","18.7","8.9","5.4","1.4","0.0","5.3","23.8","74","102"
"5","Terry Rozier","36:16",".143",".143",".714",".000","0.0","16.0","6.4","20.1","1.6","0.0","0.0","18.8","46","102"
"6","Aron Baynes","18:48",".852","","","","15.3","15.5","15.4","0.0","0.0","0.0","0.0","4.6","197","105"
"8","Marcus Morris","32:50",".444",".429",".429",".286","11.7","35.4","21.1","13.5","1.7","0.0","0.0","23.4","105","101"
"9","Marcus Smart","30:50",".170",".100",".400",".400","9.3","4.7","7.5","39.7","1.8","0.0","0.0","18.6","73","102"
"10","Greg Monroe","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"11","Semi Ojeleye","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"12","Shane Larkin","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress","Did Not Dress"
"13","Abdel Nader","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Guerschon Yabusele","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Team Totals","240",".423",".382",".459",".224","22.0","93.9","50.6","62.1","7.1","0.0","5.1","100.0","92.9","102.3"
