"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Donovan Mitchell","38:48","13","28",".464","3","8",".375","4","5",".800","0","7","7","4","0","1","0","3","33","+22"
"3","Ricky Rubio","34:23","4","12",".333","1","6",".167","4","5",".800","1","5","6","8","1","1","4","2","13","+22"
"4","Rudy Gobert","34:05","7","11",".636","0","0","","2","2","1.000","4","6","10","1","1","1","2","4","16","+19"
"5","Derrick Favors","33:24","6","9",".667","0","0","","1","2",".500","1","3","4","0","1","2","0","2","13","+15"
"6","Joe Ingles","30:05","6","12",".500","5","11",".455","3","5",".600","0","3","3","4","1","1","1","2","20","+15"
"8","Jae Crowder","27:49","2","10",".200","1","4",".250","1","2",".500","1","6","7","3","3","0","3","3","6","+9"
"9","Royce O'Neale","19:58","3","5",".600","2","3",".667","2","2","1.000","3","6","9","0","0","1","0","4","10","+1"
"10","Dante Exum","10:19","0","3",".000","0","1",".000","2","2","1.000","0","2","2","1","0","0","1","1","2","-7"
"11","Jonas Jerebko","6:44","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","2","0","-2"
"12","Ekpe Udoh","1:29","0","0","","0","0","","0","2",".000","0","0","0","0","0","0","0","0","0","-3"
"13","Alec Burks","1:28","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","-3"
"14","Raul Neto","1:28","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-3"
"15","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","41","91",".451","12","34",".353","19","27",".704","10","39","49","21","7","7","11","23","113",""
