"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Joe Ingles","41:47","5","11",".455","4","9",".444","2","2","1.000","0","4","4","3","0","0","2","2","16","0"
"3","Donovan Mitchell","39:58","9","22",".409","1","7",".143","4","4","1.000","0","5","5","3","3","1","1","2","23","-9"
"4","Ricky Rubio","35:47","4","14",".286","2","5",".400","0","2",".000","1","11","12","7","0","0","4","4","10","-12"
"5","Rudy Gobert","30:19","3","8",".375","0","0","","5","6",".833","6","4","10","1","1","2","3","5","11","+7"
"6","Derrick Favors","23:38","2","3",".667","0","0","","6","8",".750","2","3","5","0","0","1","4","5","10","-4"
"8","Jae Crowder","36:37","9","19",".474","6","14",".429","3","4",".750","0","8","8","3","1","0","1","2","27","-9"
"9","Royce O'Neale","20:15","0","3",".000","0","3",".000","0","0","","0","1","1","2","0","1","1","2","0","0"
"10","Jonas Jerebko","4:53","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","2","0","-4"
"11","Ekpe Udoh","4:19","1","1","1.000","0","0","","0","0","","1","0","1","0","0","1","0","0","2","-8"
"12","Dante Exum","2:27","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-1"
"13","Raul Neto","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Alec Burks","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","33","81",".407","13","38",".342","20","26",".769","10","36","46","19","5","6","16","24","99",""
