"","Player","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","+/-"
"2","Donovan Mitchell","38:40","9","22",".409","1","7",".143","2","2","1.000","1","2","3","5","0","0","4","1","21","-15"
"3","Rudy Gobert","35:19","4","4","1.000","0","0","","3","6",".500","4","5","9","1","1","0","2","4","11","-13"
"4","Joe Ingles","32:13","6","11",".545","1","3",".333","2","4",".500","1","5","6","5","1","1","4","3","15","-13"
"5","Royce O'Neale","28:33","2","5",".400","0","2",".000","0","0","","0","3","3","4","4","0","2","3","4","-5"
"6","Derrick Favors","25:35","2","5",".400","0","0","","1","2",".500","0","2","2","0","2","2","1","1","5","-11"
"8","Jae Crowder","32:39","8","13",".615","5","7",".714","0","1",".000","0","5","5","1","2","0","2","3","21","-7"
"9","Alec Burks","17:17","2","9",".222","0","2",".000","2","3",".667","0","6","6","3","1","0","0","2","6","+4"
"10","Dante Exum","15:08","3","5",".600","0","1",".000","3","4",".750","0","1","1","1","0","0","3","1","9","-7"
"11","Raul Neto","7:44","2","2","1.000","0","0","","0","0","","0","1","1","0","0","0","0","1","4","+8"
"12","Jonas Jerebko","5:54","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","1","0","-10"
"13","Ekpe Udoh","0:58","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-1"
"14","David Stockton","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Tony Bradley","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240","38","76",".500","7","22",".318","13","22",".591","6","31","37","20","11","3","18","20","96",""
