"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","CJ McCollum","45:12",".758",".727",".136",".318","0.0","6.2","2.8","9.4","0.0","0.0","7.4","26.6","142","136"
"3","Damian Lillard","45:03",".522",".469",".313",".313","0.0","15.7","7.0","15.0","2.1","0.0","5.2","18.9","113","130"
"4","Evan Turner","35:59",".582",".542",".250",".167","0.0","3.9","1.8","15.9","0.0","0.0","13.4","18.4","112","136"
"5","Al-Farouq Aminu","34:33",".675",".675",".550",".000","3.3","20.4","11.0","4.0","2.8","0.0","0.0","25.7","135","128"
"6","Jusuf Nurkic","33:24",".692",".692",".000",".000","17.1","25.4","20.8","7.8","4.3","5.4","0.0","17.3","154","120"
"8","Zach Collins","14:08",".167",".167",".333",".000","0.0","10.0","4.5","21.9","3.4","0.0","0.0","18.9","62","128"
"9","Ed Davis","13:27",".266",".000",".000","2.000","0.0","52.5","23.5","0.0","0.0","0.0","0.0","6.2","59","130"
"10","Pat Connaughton","9:57",".000",".000","1.000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.9","0","136"
"11","Wade Baldwin","8:17",".500",".500",".333",".000","0.0","34.1","15.2","0.0","0.0","0.0","25.0","21.5","72","132"
"12","Meyers Leonard","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"13","Caleb Swanigan","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"14","Jake Layman","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"15","Shabazz Napier","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".603",".579",".284",".168","14.3","79.4","43.4","40.0","8.0","3.8","5.6","100.0","122.5","130.4"
