"","Player","MP","TS%","eFG%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","ORtg","DRtg"
"2","Trevor Ariza","34:54",".476",".464",".714",".286","0.0","13.5","6.5","4.9","1.4","0.0","0.0","19.0","100","88"
"3","James Harden","30:46",".279",".139",".556",".444","0.0","12.2","5.9","34.3","4.8","7.5","12.2","33.5","70","75"
"4","Chris Paul","29:47",".683",".639",".278",".222","0.0","9.5","4.6","68.3","5.0","2.6","4.8","29.3","142","80"
"5","Clint Capela","28:40",".667",".667",".000",".000","12.2","39.4","25.3","5.9","0.0","2.7","14.3","10.3","131","82"
"6","P.J. Tucker","22:53",".466",".500",".833",".167","0.0","8.2","4.0","0.0","0.0","3.4","0.0","11.8","92","90"
"8","Eric Gordon","28:52",".324",".308",".769",".154","6.0","6.5","6.3","0.0","0.0","0.0","12.6","23.1","65","94"
"9","Gerald Green","26:16",".587",".559",".706",".118","10.0","32.2","20.7","8.2","0.0","2.9","0.0","28.6","124","83"
"10","Joe Johnson","16:12",".333",".333",".000",".000","0.0","11.6","5.6","18.5","0.0","0.0","25.0","10.4","72","92"
"11","Nene Hilario","11:58","","","","","14.6","15.7","15.1","11.5","0.0","12.9","","0.0","240","80"
"12","Zhou Qi","3:14","1.000","1.000",".000",".000","0.0","29.1","14.0","0.0","0.0","0.0","0.0","13.0","200","87"
"13","Aaron Jackson","3:14","","","","","0.0","0.0","0.0","0.0","0.0","0.0","100.0","13.0","0","96"
"14","Chinanu Onuaku","3:14","","","","","27.0","0.0","14.0","42.4","15.3","0.0","","0.0","241","61"
"15","Tarik Black","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play","Did Not Play"
"16","Team Totals","240",".485",".448",".542",".219","21.8","82.4","50.9","62.9","8.2","14.5","7.9","100.0","105.0","84.4"
